,url,text,polarization
705,https://nos.nl/artikel/2322692-kamer-debatteert-binnenkort-toch-over-proces-wilders.html,"De Tweede Kamer houdt toch binnenkort een debat over mogelijke bemoeienis van het ministerie van Justitie met de strafzaak tegen PVV-leider Wilders. Aanvankelijk wilde de Kamer dat niet doen zolang de zaak nog onder de rechter is, maar na een nieuwe oproep van Wilders ging de Kamer akkoord. Wilders is ervan overtuigd dat de vervolging door het Openbaar Ministerie vanwege zijn ""minder Marokkanen""-uitspraken politiek gemotiveerd is. Vorige week stuurde minister Grapperhaus nieuwe documenten over de zaak naar de Kamer en Wilders vindt die schokkend: ""We hebben nu gezien dat volgens verschillende stukken mijn vervolging in de ministerraad is besproken en dat het Openbaar Ministerie wilde dat mijn vervolging nog voor de Provinciale Statenverkiezingen bekend werd."" Wilders stelde daarom voor nog voor 23 maart een Kamerdebat te houden. Dat is de volgende zittingsdag bij het hof. Hoofdelijke stemming De hele oppositie steunde het verzoek, inclusief ex-VVD'er Van Haga. De regeringspartijen VVD, D66, CDA en ChristenUnie zeiden daarop dat ze bij hun standpunt blijven en dat er pas een debat moet komen na de uitspraak door het hof. Wilders eiste daarop een hoofdelijke stemming: dat betekent dat de Kamerleden een voor een moeten stemmen en dan zou het erom spannen of er een meerderheid voor een debat zou zijn. VVD-woordvoerder Van Wijngaarden ging toen alsnog akkoord met een debat voor 23 maart. ""Als de heer Wilders zo graag dat debat wil.... Ik heb geen zin in een hoofdelijke stemming. Alleen geef ik de waarschuwing dat je een debat krijgt met de minister van Justitie die zich terughoudend moet opstellen nu de zaak nog onder de rechter is."" Daarmee was er toch een meerderheid voor een snel debat.",1
266,vk,"EU worstelt met Chinese opmars EU worstelt met Chinese opmars Sluipenderwijs vergroot China zijn invloed in Europa. Maar inmiddels is men in Brussel en de Europese hoofdsteden wakker. Dinsdag ontving de Franse president Macron zijn Chinese collega Xi voor een minitop. China laat steeds meer zijn macht en invloed gelden op het Europese continent, maar de Europeanen weten niet goed wat ze ermee aanmoeten. De Chinezen brengen veel geld mee, maar dat is niet gratis, is de vrees. Krijgen ze niet een te grote greep op Europese havens, spoorlijnen, snelwegen, vliegvelden en telecomverbindingen? En zullen ze die economische positie niet gebruiken om Europa politiek te verdelen en naar hun hand te zetten? De Chinese opmars heeft zich geleidelijk voltrokken, om niet te zeggen sluipenderwijs. Maar inmiddels is men in Brussel en de Europese hoofdsteden wakker. Dinsdag was er op het Élysée-paleis in Parijs een minitop tussen de Franse president Macron en zijn Chinese collega Xi, waarvoor ook de Duitse bondskanselier Merkel en Europees Commissievoorzitter Juncker werden ingevlogen. Vrijwel tegelijkertijd kwam de Commissie met voorstellen hoe het toekomstige digitale 5G-netwerk kan worden beveiligd tegen eventuele Chinese spionagepraktijken. Twee weken geleden kwam de Commissie al met een actieplan voor een hardere aanpak van China. Dubbele boodschap Er is dus sprake van een gevoel van urgentie. Maar men blijft voorzichtig. De boodschap is steeds een dubbele: China is een belangrijke partner die economische kansen biedt, maar het is ook een rivaal. Macron herhaalde deze mantra. Hij zei dat de vier leiders hadden afgesproken nauw samen te werken op economisch en veiligheidsgebied. We spraken over 'vriendschap', aldus de Franse president, maar ook over 'bestaande rivaliteiten'. Het doel is te komen tot een partnerschap dat gebaseerd is op 'wederzijds vertrouwen', iets wat er nu kennelijk nog niet is. Het bezoek van Xi Jinping aan Europa",0
720,https://nos.nl/nieuwsuur/artikel/2314197-de-boeren-zijn-boos-nieuwe-acties-op-stapel.html,Nieuwe acties van boeren op 18 december moeten Nederland opnieuw ontregelen. Farmers Defence Force (FDF) kondigt een radicale actie aan. Agrarische belangenorganisaties verenigd in Landbouw Collectief waren bijeen in Nijkerk en willen snel duidelijkheid van het kabinet. Maandag is er een overleg tussen de boeren en premier Mark Rutte en minister Carola Schouten van Landbouw. De boeren zijn kwaad over een brief die Schouten aan de Tweede Kamer heeft gestuurd over de afspraken die er met provincies zijn gemaakt over de stikstofmaatregelen.,1
216,trouw,"Trump voelt zich onoverwinnelijk Trump voelt zich onoverwinnelijk triomf - Nu speciaal aanklager Mueller klaar is met zijn onderzoek, lijkt er een last van Trumps schouders gevallen. Hij durft zelfs een nieuw gevecht over gezondheidszorg aan. Heksenjacht, heksenjacht, heksenjacht! Dat was bijna twee jaar lang het refrein dat de Amerikaanse president Donald Trump afstak over speciaal aanklager Robert Mueller, die onderzocht of hij tijdens zijn verkiezingscampagne had samengespannen met de Russen. Vorig weekend kwam eindelijk het verlossende woord: er is geen bewijs gevonden van die samenspanning. Of Trump de rechtsgang heeft belemmerd, dat hield Mueller in het midden. Het bewijs 'pleit hem ook niet vrij', schreef de speciaal aanklager. Maar Trump en zijn medestanders hoorden dat laatste al niet meer, zo'n grote last viel er van hun schouders. En dus klinkt er al een week een nieuw refrein: totaal vrijgepleit, totaal vrijgepleit, totaal vrijgepleit! Nog een vondst van de president, die hij nu te pas en te onpas herhaalt: collusion delusion, wat zoveel betekent als 'ingebeelde samenspanning'. De media Trump kon het vooral niet laten om de Amerikaanse media in te wrijven dat ze ernaast hadden gezeten. Met sardonisch genoegen bleef hij maar hameren op de dalende kijkcijfers, waar tv-stations als CNN en MSNBC mee te kampen zouden hebben in de dagen na het Mueller-rapport. Op maandag viel er bij sommige tv-zenders zelfs een brief uit het Witte Huis op de mat, met daarin namen en citaten van bepaalde prominente Democraten, die in de afgelopen tijd in talkshows hadden geclaimd dat er sprake was van samenspanning. 'In het vervolg vragen we u om basale journalistieke maatstaven te hanteren bij het uitnodigen van zulke gasten', stond er in de brief. 'Het Amerikaanse volk is twee lange jaren gebombardeerd met beschuldigingen door de media.' De Democraten Adam Schiff, de Democratische voorzitter van",0
343,trouw,"GroenLinks viert feest na winst 'klimaatverkiezingen' GroenLinks viert feest na winst 'klimaatverkiezingen' GroenLinks kan een belangrijke partner voor de coalitie worden. De partij verdubbelt het zetelaantal in de Eerste Kamer. In de stad die maandag nog werd opgeschrikt door geweld begint zelfs een overwinningsfeestje met een minuut stilte. Maar wanneer de eerste prognoses binnendruppelen klinkt in de Winkel van Sinkel in Utrecht alsnog luid gejuich. ""Staat GroenLinks ook in Gelderland op winst?"", vraagt NOS-presentatrice Dionne Stax vanaf een groot scherm midden in het restaurant. Nauwelijks heeft haar vraag geklonken of het gejoel barst los. Glazen worden geheven en vuisten triomfantelijk in de lucht gestoken. Bij de 'klimaatverkiezingen', zoals GroenLinks deze Provinciale Statenverkiezingen betitelde, heeft de partij opnieuw fors gewonnen. ""We gaan records breken"", zei partijleider Jesse Klaver in februari op het landelijk congres van GroenLinks. En dat lijkt te zijn gelukt. De eerste prognoses schatten dat GroenLinks landelijk ongeveer 10 procent van de stemmen behaalt. Goed voor acht zetels in de Eerste Kamer, twee keer het aantal senaatszetels dat de partij op dit moment bezit. Sinds Klaver in mei 2015 partijleider is, volgt voor GroenLinks verkiezingsoverwinning na verkiezingsoverwinning. Als de prognoses kloppen, staat de partij nu zelfs weer op hetzelfde niveau als in recordjaar 1999, toen ze onder leiding van Paul Rosenmöller, nu lijsttrekker van de kandidatenlijst voor de Eerste Kamer, acht senaatszetels behaalden. ""Een op de tien Nederlanders stemt nu op GroenLinks"", zegt Paul Rosenmöller tegen een zaal lachende partijprominenten én een flinke dosis studenten. ""Die winst willen we omzetten in een groener en socialer Nederland."" Toch zijn er ook bedrukte gezichten te zien. De nog veel grotere winst van nieuwkomer Forum voor Democratie zorgt in Utrecht voor enige ontzetting.""Ik ben nu gewoon blij als ze onder de VVD blijven"", zegt een vrijwilliger in een groen partijshirt als blijkt",0
834,https://www.destentor.nl/amersfoort/actievoerder-viruswaarheid-geweigerd-op-stembureau-omdat-ze-geen-mondkapje-droeg-kiesrecht-is-me-ontnomen~a10340cb/,"De verkiezingen leidden woensdag op Amersfoortse stembureaus en sociale media tot spanningen. Zo mocht actievoerder Bianca Wagt van Viruswaarheid tot haar woede ondanks een medische verklaring eerst niet zonder mondkapje stemmen waarop ze de politie inschakelde.Daarnaast eisten kiezers op Twitter maatregelen tegen een Amersfoortse stemmenteller omdat zij eerder op sociale media haar walging uitsprak over Forum voor Democratie. ‘Je moet er maar op vertrouwen dat deze dame haar taak eerlijk uitvoert en alle FvD stemmen telt...’, tweette een kiezer. De vrouw krijgt nogal wat over zich heen, zegt gemeentewoordvoerder Donate Schuil. ,,Maar ook leden van stembureaus hebben vrijheid van meningsuiting. Dat zit hun werk niet in de weg; Ze voeren hun taak integer uit.” Coronacriticus Bianca Wagt zegt dat ze woensdag ‘onrechtmatig is geweigerd en haar kiesrecht is ontnomen’. Ze weigerde op stembureau De Weesboom in Schothorst een mondkapje te dragen en haar handen te desinfecteren, en bracht een schriftelijke medische verklaring van een arts mee. ,,Ik draag geen mondkap omdat ik wil stemmen in vrijheid. Anders beroep ik me op de medische verklaring waarom ik er niet tegen kan.”Face shield Op Facebook is in haar verslag te lezen dat Wagt het stembureau wordt uitgestuurd. Ze belt de politie om haar stemrecht te eisen, terwijl het stembureau handhaving inschakelt. De boa’s stellen dat ze een face shield op moet doen. Er verschijnen ook agenten. Wagt: ,,Die hebben de arts gebeld of de verklaring klopte.” Na twee uur mag Wagt toch stemmen. ,,Het stembureau, boa’s en politie gaan hun boekje te buiten. Ze kennen de wet niet eens en willen mij m’n stemrecht onthouden.” Wagt krijgt op sociale media bijval van andere kiezers van wie sommigen zeggen ook zonder mondkapje te hebben gestemd.",1
809,https://nos.nl/artikel/2269518-coalitieoverleg-kinderpardon-muurvast-spanning-loopt-op.html,"De coalitie is er nog steeds niet in geslaagd een oplossing te vinden voor het hoogopgelopen meningsverschil over de versoepeling van het kinderpardon. De fractievoorzitters van VVD, CDA, D66 en ChristenUnie zijn aan het begin van de avond weer bij elkaar gekomen voor politiek overleg met staatssecretaris Harbers op het ministerie van Justitie en Veiligheid Vanmorgen heeft de coalitie ook al overlegd, maar toenadering was er niet. CDA, D66 en ChristenUnie willen kijken of de regels over het uitzetten van asielkinderen verruimd kunnen worden. De VVD wil daar niet aan.De VVD wijst op het regeerakkoord, waarin is afgesproken om het kinderpardon niet te verruimen. ""Het regeerakkoord is een houvast"", zei VVD-fractievoorzitter Dijkhoff vanmorgen. Premier Rutte, ook van de VVD, noemde de kwestie ""ingewikkeld"". Afgelopen weekend hadden Kamerleden al contact om een compromis te zoeken. VVD-staatssecretaris Harbers overlegde vanmiddag met de woordvoerders asielbeleid van de vier fracties. ""Het zit nog muurvast"", zegt NOS-verslaggever Ron Fresen. ""Het kruipt beetje bij beetje naar een crisisdreiging."" Veranderen Het probleem ontstond toen regeringspartij CDA anderhalve week geleden aankondigde dat meer asielkinderen en hun ouders in aanmerking moeten komen voor een verblijfsvergunning. D66 en de ChristenUnie sloten zich aan bij het CDA en daarmee was er een meerderheid voor een versoepeling. De drie partijen vinden dat het kinderpardon in de praktijk niet werkt, dat er iets moet veranderen. In de tussentijd moeten kinderen niet worden uitgezet, vanwege het risico dat ze bij een nieuwe regeling toch hadden mogen blijven. De partijen staan lijnrecht tegenover elkaar, benadrukt Fresen. ""De vier partijen hebben zich zo stevig uitgelaten dat het óf zo moet blijven óf anders moet. Dan is er voor geen van de partijen gemakkelijk een weg terug. De druk bij alle partijen loopt op."" Botsing De tijd dringt, omdat woensdag een debat over het kinderpardon is gepland.",1
164,https://www.telegraaf.nl/nieuws/1164203257/staatkundig-geweten-van-der-staaij-sneert-avondklokroute-krakkemikkig," Het demissionaire kabinet heeft voor ‘een krakkemikkige route’ gekozen voor het instellen van de avondklok. Bovendien heeft het parlement onvoldoende gecontroleerd of de onderbouwing wel klopte. Dat zegt SGP-leider Kees van der Staaij, die bekendstaat als het staatkundig geweten van de Tweede Kamer, in een gesprek met De Telegraaf. Vorige week was hij nog een roepende in de woestijn toen de Kamer nauwelijk tegengas gaf bij de verlenging van de omstreden spertijd. Nu vindt hij de rechtbank Den Haag aan zijn zijde. „Ik ben niet verrast door de uitspraak, het is begrijpelijk en goed dat de rechter de lat hoog legt voor noodsituaties. Dan moet je ook bewijsmateriaal hebben. Dat is er volgens Van der Staaij onvoldoende. „Dit is een vergaande inperking van vrijheid en dan moet je wel aan eisen voldoen in een rechtsstaat. Bijvoorbeeld als de Russen Groningen hebben veroverd of bij een dijkdoorbraak”, zegt de nestor van de Kamer met de uitspraak van de rechter in zijn hand. Bij de huidige situatie past deze route volgens hem niet. ’Krakkemikkige route’ Van der Staaij vindt dat het gaat om een verkeerde inschatting, terwijl het kabinet maanden de tijd heeft gehad om de route uit te stippelen. Het artikel uit de noodwet is volgens hem niet goed gekozen. „Het is een inschattingsfout en een verkeerde keuze. Ik blijf het bovendien bizar vinden dat we al weken een avondklok hebben, terwijl de Eerste Kamer zich er nog niet eens over heeft uitgesproken.”Daarom noemt hij het een ’krakkemikkige route’. De SGP-leider vindt het bovendien nauwelijks uit te leggen dat de Tweede Kamer onder druk van de avondklok - debatten moeten voor 19.00 uur zijn afgerond - direct instemde met het paardenmiddel. „Ik snap het ook wel.",1
479,https://www.dagelijksestandaard.nl/2021/02/harm-beertema-over-quota-gekte-in-nederland-er-is-maar-een-groep-die-wordt-gediscrimineerd-de-pvvers/,"Progressieve Nederlandse politici, en de opportunist Wopke Hoekstra, zijn allemaal in de ban van een vrouwenquotum. PVV-Kamerlid Harm Beertema vraagt zich af waar deze waanzin stopt. Verder is hij van mening dat er maar één groep systematisch wordt gediscrimineerd in Nederland en buitengesloten: PVV’ers. PVV-politicus Beertema zet terecht enkele kritische kanttekeningen bij de invoering van een vrouwenquotum. Want wanneer is het genoeg voor de pro-quota politici? Waar stopt het? Aan de minister vroeg hij het volgende: “Is dit vrouwenquotum nu het eindpunt? Of volgt er nog een verfijnder model, waarin vrouwen ook weer worden onderverdeeld in kleur, in seksuele voorkeur, gaat het dan ook nog om biseksuele vrouwen, lesbische vrouwen, heteroseksuele vrouwen, ook weer van kleur. Kunnen we zo’n model verwachten?”Het is inderdaad een interessante vraag, want wat is nu het eindpunt? Binnenkort zitten we dus opgescheept met een vrouwenquotum, maar vroeg of laat dient zich de volgende groep aan die ook meent een quotum nodig te hebben. Wanneer stopt deze waanzin? De intersectionaliteit en de identiteitspolitiek is in de Nederlandse politiek gesijpeld, binnenkort kunnen we wel voor iedere minderheidsgroep, of mensen die beweren het ‘slachtoffer’ te zijn van iets, een quotum invoeren.Volgens Beertema is er overigens maar een groep die echt systematisch hinder ondervindt en dat zijn PVV’ers. De meeste mensen die PVV stemmen kunnen hier niet voor uit komen. Hij zegt hierover het volgende tegen minister Van Engelshoven:“Er is maar een groep die niet alleen maar ondervertegenwoordigd is, maar compleet afwezig is in al die toppen, vooral in de publieke en semipublieke sector. En dat zijn PVV’ers!”Krijgen PVV’ers nu ook een quotum van minister Van Engelshoven?",1
127,https://nos.nl/artikel/2082737-nog-nooit-was-het-zo-warm-op-25-januari.html,"Nog nooit was het zo warm op 25 januari In De Bilt is het warmterecord voor 25 januari gebroken. Daar werd een temperatuur gemeten van 14,6 graden, ruim 1 graad meer dan het oude record uit 1990. In Eindhoven werd een middagtemperatuur gemeten van 16,3. Een record. Nooit eerder was het daar zo warm. Weerplaza verwacht dat het de komende dagen erg zacht voor de tijd van het jaar blijft, maar warmer dan vandaag zal het volgens de weerkundigen niet worden.",0
298,https://www.rtlnieuws.nl/nieuws/artikel/5172203/rutte-gebeten-hond-eutop-europese-unie-miljarden-herstelfonds-begroting,"De derde dag van de EU-top is weinig positief begonnen voor premier Rutte. Hij krijgt opnieuw verwijten van andere regeringsleiders. Zo vindt de Hongaarse premier Orbán dat Rutte verantwoordelijk is voor de puinhoop. De Franse president Macron en de Duitse bondskanselier zijn vannacht 'kribbig' opgestapt bij een overleg met Nederland en andere zuinige landen. De EU-top over het coronaherstelfonds en de nieuwe begroting kan ook op niets uitlopen. Maar er is 'veel goede wil', zegt bondskanselier Angela Merkel. Er wordt fors gepuzzeld, zegt een topdiplomaat. Men is niet pessimistisch, en ook niet van plan om naar huis te gaan. Wel zijn er onderlinge irritaties. Maar die zijn er thuis ook weleens, zo valt te horen. Er wordt over een aantal dingen stevig gediscussieerd en in verschillende discussies wordt premier Rutte door anderen gezien als de dwarsligger, vertelt politiek verslaggever Fons Lambie. Er is een discussie met Merkel en Macron over de omvang en de verdeling van het herstelfonds. ""Daarnaast wil Rutte keiharde garanties op hervormingen van zuidelijke landen en tot slot: Rutte wil voorkomen dat landen die de regels rond democratie en rechtsstaat negeren, óók geld krijgen Het optreden van premier Mark Rutte op de EU-top over het coronaherstelfonds en de nieuwe begroting doet denken aan de communistische dictatuur uit de Koude Oorlog, vindt de Hongaarse premier Viktor Orbán. Rutte 'haat' zijn Hongaarse collega en Hongarije, stelt Orbán. ""Hij valt zó hard aan."" Nederland en een aantal andere landen willen beletten dat lidstaten die de rechtstaat afbreken, geld krijgen uit het nieuwe fonds dat landen moet helpen op te krabbelen uit de coronacrisis. Landen als Polen en Slovenië en vooral Hongarije willen niet dat deze voorwaarde wordt vastgelegd. De maatstaven waar Hongarije aan zou moeten voldoen zijn niet helder genoeg, klaagt Orbán. Daardoor zouden andere lidstaten Hongarije al kunnen straffen als het land een verkeerde indruk wekt en is het aan willekeur overgeleverd, zo was het volgens Orbán ook onder het communistische regime.",1
372,ad,"Poes Eu na twaalf jaar terug bij oude baasjes Poes Eu na twaalf jaar terug bij oude baasjes Ze wandelde als puber van huis weg in Eindhoven en kwam als bejaarde dame weer terug. Na twaalf jaar is poes Eu in Geldrop herenigd met haar baasjes Annemarie en Richard Cools. ,,We hebben je poes gevonden.'' Een voicemailbericht van de Stichting Straatkat zorgde voor gefronste wenkbrauwen bij Annemarie. ,,Poes gevonden? Maar ik ben helemaal geen poes kwijt, dacht ik. Even later kreeg ik een foto en toen pas zag ik dat het Eu was. Na twaalf jaar verwacht je niet dat je d'r ooit nog ziet, maar ik ben er dolgelukkig mee. In juni wordt ze 17."" Richard en Annemarie liepen twaalf jaar geleden in Eindhoven de hele buurt af toen hun poes was weggelopen. ,,We hebben posters geplakt en Eu aangemeld bij Amivedi, een instantie voor vermiste huisdieren. In het begin hoop je nog dat ze terugkomt, maar naarmate de tijd verstrijkt wordt die kans steeds kleiner. Dan hoop je maar dat ze ergens een nieuw thuis heeft gevonden."" Waar Eu de afgelopen twaalf jaar geweest is? Richard en Annemarie hebben geen idee. ,,De laatste paar jaar heeft ze blijkbaar op industrieterrein De Spaarpot gezeten. Dat is hier hemelsbreed een paar honderd meter vandaan.'' Dat Eu terug is, is te danken aan een dierenartsassistente. ,,Ze werd daar binnengebracht door iemand die een tijd voor haar gezorgd heeft, maar dat niet meer kon. Ze kwam eigenlijk om Eu een spuitje te laten geven. De assistente heeft de Stichting Straatkat benaderd en via de chip van Eu zijn ze uiteindelijk bij ons uitgekomen.""",0
776,https://nos.nl/artikel/2286746-rutte-noemt-bemoeienis-klimaatpublicatie-logisch-oppositie-wil-opheldering.html,"Oppositiepartijen in de Tweede Kamer willen snel opheldering van premier Rutte over de druk die hij heeft uitgeoefend om de eerste doorrekeningen van het klimaatakkoord pas na Prinsjesdag te publiceren. Uit documenten van Nieuwsuur blijkt dat de premier de doorrekeningen niet voor Prinsjesdag openbaar wilde, omdat hij een debat daarover ""onwenselijk"" vond. GroenLinks, PVV, PvdA en Forum voor Democratie vinden dat de premier informatie heeft achtergehouden. ""Dit is zo ongeveer het ergste wat je in een parlementaire democratie kunt doen"", zegt de leider van Forum voor Democratie Baudet, die spreekt over een ""doodzonde"". Rutte: niets achtergehouden Volgens Rutte zelf heeft het kabinet geen informatie achtergehouden. ""Het was de logische gang van zaken"", zegt hij vanuit Brussel. Soms wordt bij een rapport een kabinetsreactie gevoegd en daar had het kabinet de tijd voor nodig. Rutte zegt dat het ""heel onverstandig"" zou zijn geweest als het rapport zonder kabinetsreactie naar buiten zou zijn gekomen. ""Dan hadden we een onmogelijk debat gehad met heel veel vragen uit de Kamer waar het kabinet dan nog geen antwoord op kon geven."" Zo'n debat zou volgens de premier tot irritatie leiden en dat is voorkomen. 'Politieke fout' GroenLinks-leider Klaver zegt dat hij dit nog nooit bij de premier heeft gezien. ""Dit is bizar. Het is niet aan hem om te bepalen wanneer de Tweede Kamer belangrijke informatie krijgt. Deze arrogantie is stuitend"", aldus Klaver. ""Het is een grote inschattingsfout, een politieke fout."" PVV-leider Wilders spreekt over ""schandelijke sjoemelaars"" die onwelgevallige ""negatieve cijfers"" bewust hebben uitgesteld. PvdA-leider Asscher vindt het niet alleen ""ernstig"" dat de premier informatie achterhoudt, maar ook dat hij de suggestie heeft gewekt dat die informatie er nog niet was. Het Planbureau voor de Leefomgeving (PBL) en het Centraal Planbureau (CPB) wilden de doorrekeningen van het klimaatakkoord op 13 september naar buiten brengen en dat is een week voor Prinsjesdag en het belangrijkste debat van het jaar: de Algemene Politieke Beschouwingen.",1
413,brabantsdagblad,"Gedeputeerde dumpt als start van campagne een bankstel Gedeputeerde dumpt als start van campagne een bankstel Zo moet het en niet anders. De Brabantse milieugedeputeerde Johan van den Hout dumpte gisteren een bankstel in een container van de milieustraat in Den Bosch. Hij gaf daarmee samen met Statenleden Arend Meijer (D66) en Wilma Dirken (VVD) het startsein van een campagne tegen het dumpen van grof huisvuil, drugsafval en asbest in de natuur. De provincie registreerde in 2018 zo'n vijfduizend dumpingen. Kostenpost: 1,5 miljoen euro. De campagne heeft drie boodschappen: - Breng afgedankte spullen naar milieustraat of kringloopwinkel; - Houd ogen en oren open als het gaat om mogelijke drugscriminaliteit; - Breng kleine partijen asbest (tot 35m3) naar de milieustraat.",0
100,https://www.nu.nl/algemeen/6025394/kamerbrede-kritiek-op-hoekstras-reorganisatieplannen-belastingdienst.html,"Meerdere partijen hebben dinsdag tijdens een debat in de Tweede Kamer vragen gesteld bij de plannen van CDA-minister Wopke Hoekstra (Financiën) om de Belastingdienst op te knippen. Niet alleen de oppositie, maar ook coalitiepartijen VVD, D66 en ChristenUnie vragen zich af waarom Hoekstra heeft gekozen voor het opknippen van de organisatie. Ook het CDA is kritisch. Hoekstra, die na het aftreden van staatssecretaris Menno Snel de portefeuille tijdelijk overneemt, kondigde onlangs aan de Belastingdienst rigoureus te reorganiseren. De dienst wordt opgeknipt in drie diensten: Belastingen, Toeslagen en Douane met ieder een eigen ambtelijke top en twee staatssecretarissen. Kamer wijst op risico's bij te snelle reorganisatie Meerdere parlementariërs wezen in het debat op een rapport waaruit blijkt dat een te snelle ontvlechting van Toeslagen en het fiscale deel van de Belastingdienst een risico is voor de continuïteit en de dienstverlening aan burgers. Naast de kinderopvangtoeslag kampt de fiscus al jaren met grote ict-problemen en personeelswerving. Henk Nijboer (PvdA) vroeg zich af waarom Hoekstra de Belastingdienst zo snel wil reorganiseren, nog voordat de vervangers van Snel zijn begonnen. GroenLinks-Kamerlid Bart Snels noemde de plannen ""onverstandig"" en vindt dat het kabinet de opsplitsing moet heroverwegen. Opvallend is dat ook de coalitie vraagtekens heeft.""Waarom komen er meer koks in de keuken?"" wilde VVD'ers Helma Lodders weten. Steven van Weyenberg (D66): ""Wie wordt er verantwoordelijk voor de ict? En wie voor de Belastingtelefoon? Waarom is voor deze vorm gekozen?"" Ook CDA-Kamerlid Pieter Omtzigt toonde zich kritisch. Hij wil dat het takenpakket en de invulling van de verantwoordelijkheden kunnen worden aangepast. Als het aan VVD, D66 en ChristenUnie ligt, blijft de minister ook in de toekomst betrokken bij de drie nieuwe departementen en in het bijzonder bij de afhandeling van de kinderopvangtoeslag. Volgens Hoekstra zijn de ""hoofdcontouren helder"" en wordt het volledige takenpakket en de verdeling bekend na de benoeming van de twee nieuwe staatssecretarissen. ",1
707,https://nos.nl/artikel/2323036-zeeuwen-over-mislopen-kazerne-vertrouwen-in-kabinet-is-ernstig-geschaad.html,"Het kabinet heeft achter de rug van de Zeeuwse politiek om gezocht naar alternatieven voor Vlissingen als locatie voor de marinierskazerne, zeggen Zeeuwse politici in een reactie op het kabinetsbesluit om de kazerne naar Nieuw-Milligen te verhuizen. De Zeeuwse commissaris van de koning en de burgemeester van Vlissingen wezen op een persconferentie met de beschuldigende vinger naar Den Haag: ""Tegen ons is dit altijd ontkend. Het vertrouwen is ernstig geschaad"". Commissaris Polman en burgemeester Van den Tillaar spreken van onbehoorlijk bestuur: "" Zo ga je niet om met mensen en overheden."" ""We hebben voortdurend gevraagd aan Defensie of er naar een andere locatie gekeken werd, ook op de vrouw af aan de staatssecretaris. Dat is ontkend"", zegt Polman. Het kabinet zei eerder vandaag met een speciale gezant te komen die met de provincie gaat kijken naar een ""gerechtvaardigde compensatie"". Volgens burgemeester Van den Tillaar zal er de komende tijd ""stevig gesproken worden"" over die compensatie: ""Voor de directe kosten die we mislopen en de structurele imagoschade."" Commissaris Polman noemt geen bedrag, maar voegt eraan toe dat de imagoschade voor Zeeland ""onbetaalbaar"" is. Staatssecretaris Visser erkent dat er fouten zijn gemaakt en snapt dat de Zeeuwen boos zijn: ""Dit proces is niet helemaal goed verlopen, zeg ik met understatement. Dat moet beter en dat willen we samen met Zeeland doen."" Vandaag werd door het kabinet bekendgemaakt dat de nieuwe kazerne definitief niet van Doorn naar Vlissingen verhuist. Bij een verhuizing werd gevreesd dat veel mariniers ontslag zouden nemen. Veel van hen zouden graag dichter bij huis willen werken. Mede daarom is er nu gekozen voor Nieuw Milligen als locatie voor de nieuwe kazerne.",1
313,vk,"Architect Tweede Kamer onder vuur Architect Tweede Kamer onder vuur De twijfels over de huidige plannen voor de renovatie van het Binnenhof nemen toe. Nu ligt ook het ontwerp voor de Tweede Kamer onder vuur, nadat eerder de architect van de Eerste Kamer is opgestapt. De Kamer is vastbesloten de renovatie zo sober en goedkoop mogelijk te laten uitvoeren. Dat blijkt moeilijker dan gedacht. De verbouwing van het parlement geldt voor de Tweede Kamer als een prestigeproject, waarbij de Kamer wil laten zien dat ze in staat is een project uit te voeren zonder dat het budget (475 miljoen euro) wordt overschreden. Ook wil de Kamer per se dat de renovatie binnen de geplande tijd (5,5 jaar) klaar is. Nu de ontwerpplannen langzaam vorm krijgen, zijn de Kamerleden erop gebrand het sobere karakter in stand te houden. Daardoor lijkt opnieuw een wisseling van de wacht aanstaande: architect Ellen van Loon, die het Tweede Kamergebouw voor haar rekening neemt, wordt naar de achtergrond gedreven ten gunste van een oude bekende: Pi de Bruijn. Volgens betrokken Kamerleden is De Bruijn, in tegenstelling tot Van Loon, wel in staat een sober ontwerp te realiseren. De renovatie omvat vooral achterstallig onderhoud: de brandveiligheid, liften en bekabeling moeten beter. Een bezoekersentree voor de Tweede Kamer behoort tot de vernieuwingen. Tegelijkertijd moet het gebouw duurzamer worden. Daarom heeft Van Loon, werkzaam voor het befaamde bureau van Rem Koolhaas, een palmtuin in haar ontwerp opgenomen. 'Planten bevochtigen op een natuurlijke manier de binnenlucht in gebouwen en zijn goed voor het welzijn van de gebruikers', liet ze eerder weten aan de Volkskrant. Tegenstand Meerdere Kamerleden zitten niet te wachten op een tuin in het parlement, maar het is niet duidelijk hoe groot de tegenstand precies is. Critici van de plannen klaagden vorige week in het AD over Van",0
