,Unnamed: 0,url,text,polarization
92,93.0,https://www.nu.nl/coronavirus/6038544/kamer-kritisch-op-groepsimmuniteit-steun-voor-noodpakket.html,"Terwijl in de Tweede Kamer veel lof is voor het economisch noodpakket van het kabinet, zijn er nog wel vragen en klinkt er forse kritiek over de gekozen strategie om het coronavirus aan te pakken. Er zijn veel vragen over de “gecontroleerde verspreiding” waarbij het kabinet inzet op groepsimmuniteit.Dat blijkt woensdag in een Kamerderbat over de  kabinetsaanpak van de bestrijding van het coronavirus. Premier Mark Rutte zei maandag in zijn toespraak dat Nederland kiest voor een ""gecontroleerde verspreiding"" waarbij er wordt ingezet op groepsimmuniteit. Daarbij zal een groot deel van Nederland met het virus besmet raken. ""Beheerste verspreiding"" noemde de premier het.Juist over de groepsimmuniteit en die beheerste verspreiding is er nog veel verwarring en verontwaardiging in de Kamer. 'Groepsimmuniteit is een gok' Volgens PVV-leider Geert Wilders neemt het kabinet daarmee een onverantwoord risico met de gezondheid van Nederland. ""Levensgevaarlijk"", noemde hij de aanpak. ""Groepsimmuniteit is een gok, een experiment"". Ook Thierry Baudet (FVD) begrijpt de aanpak niet. Samen met Wilders wil hij een totale lockdown, het volledig platleggen van het openbare leven. Ook bij de andere fracties zijn er vragen over de boodschap van de premier. Onder meer D66, CDA, PvdA en GroenLinks vragen de premier de aanpak toe te lichten. Lodewijk Asscher (PvdA) heeft het gevoel dat de woorden van de premier Nederlanders het idee hebben gegeven dat zij onderdeel zijn van een experiment. PvdD ziet dat de woorden van de premier de mensen ""bang heeft gemaakt"". Toch staat een meerderheid achter de gekozen aanpak. In een technische briefing eerder op de dag maakte RIVM-baas Jaap van Dissel duidelijk dat in de gekozen aanpak groepsimmuniteit niet het einddoel is. De strategie is erop gericht om zo de besmettingen te minimaliseren om op die manier de zorg niet te overbelasten. Met de maatregelen rond social distancing worden ondertussen de meest kwetsbaren in de samenleving beschermd, terwijl een deel van het openbare leven doorkan.",1
93,94.0,https://www.nu.nl/politiek/6034851/kamer-hekelt-puinhoop-bij-ind-van-broekers-knol.html,"De Tweede Kamer heeft dinsdag tijdens het Vragenuur forse kritiek geuit op het optreden van staatssecretaris Ankie Broekers-Knol. De Kamer wil weten waarom zij niet eerder heeft gemeld dat de Immigratie- en Naturalisatiedienst (IND) jaarlijks niet 17 miljoen euro, maar 70 miljoen euro aan dwangsommen moet uitkeren aan asielzoekers. Hoe kun je er zo een puinhoop van maken"", wilde GroenLinkser Bram van Ojik weten. Attje Kuiken (PvdA) sprak van ""een brevet van onvermogen"". SP'er Japser van Dijk: ""Het asielbeleid van drie kabinetten-Rutte heeft gefaald.""Uit een interne memo in handen van NRC Handelsblad blijkt dat de IND 1 miljoen euro per week kwijt is aan het uitbetalen van dwangsommen. De overheid is wettelijk verplicht de dwangsommen uit te betalen als blijkt dat asielaanvragen niet tijdig in behandeling worden genomen. Voor 2020 betekent dat een kostenpost van 70 miljoen euro en misschien zelfs meer, terwijl Broekers-Knol eerder sprak van een kostenpost van 17 miljoen euro. GroenLinks noemt het onbegrijpelijk dat de asielprocedure dusdanig niet op orde is, dat er miljoenen moeten worden uitbetaald. ""Hoe is dit mogelijk? Het aantal asielaanvragen is stabiel, beheersbaar en voorspelbaar."" Volgens Van Ojik is de ""puinhoop"" een rechtstreeks gevolg van de bezuinigingen op het IND-personeel en het sluiten van de opvanglocaties. Kamer hekelt 'bureaucratisch geneuzel' Broekers-Knol zei zelf geschrokken te zijn van de nieuwe schatting van de kosten. Ze zei dat ze op het departement ""terloops"" gehoord had dat de uitbetalingen niet 17 miljoen euro, maar 70 miljoen euro zouden bedragen. Alvorens de Kamer te kunnen informeren, zou zij eerst een aantal ambtelijke procedures moeten doorlopen. Eerder op de dag kondigde zij aan een programmadirecteur bij het IND aan te stellen die zich met de doorlooptijden van de asielaanvragen moet bezig houden. Ook komt er een 'taskforce' die de justitietop op de hoogte moet houden van de laatste stand van zaken.",1
95,96.0,https://www.nu.nl/politiek/6030281/sp-fractie-breda-legt-raadswerk-tijdelijk-neer-na-vermeende-vechtpartij.html,"De voltallige SP-fractie van Breda heeft woensdag bekendgemaakt het werk tijdelijk neer te leggen. Het besluit volgt na een periode van interne onrust, met als dieptepunt een vermeende vechtpartij bij een ledenvergadering in januari ""Gezien de omstandigheden in de SP-afdeling Breda kunnen wij als fractie op dit moment ons werk niet uitvoeren zoals onze kiezers dat van ons mogen verwachten"", zo stelt de fractie. Het landelijk partijbestuur heeft de fractie onder curatele gesteld en zegt in een eveneens op woensdag uitgebrachte verklaring dat er een ""commissie van goede diensten is ingesteld"". ""Deze commissie heeft onder andere als opdracht meegekregen om op korte termijn bestuursverkiezingen te organiseren (en als kandidatencommissie te fungeren) zodat de afdeling weer over een voltallig en goed functionerend bestuur kan beschikken."" Er zouden al langer spanningen zijn omdat fractielid Boi Boi Huong niet goed zou functioneren, een klacht die zijzelf ontkent. Tijdens een ledenvergadering over deze kwestie zou het gesprek volledig uit de hand zijn gelopen.  De partijvoorzitter zou zijn geslagen door een lid en er zou een handgemeen hebben plaatsgevonden tussen leden Inge Verdaasdonk en Huong. Laatstgenoemde stelt zelf dat het Verhaasdonk was die naar haar toesnelde en tegengehouden moest worden door meerdere mensen. Dit wordt ook bij NRC bevestigd door een ander SP-lid, maar desondanks is Huong de enige die momenteel geschorst is. Het fractielid is dan ook in beroep gegaan tegen haar schorsing. Zij heeft de verklaring van woensdag niet ondertekend.",1
96,97.0,https://www.nu.nl/politiek/6030122/zeeuwen-boos-na-gesprek-met-staatssecretaris-visser-over-marinierskazerne.html,"Staatssecretaris Barbara Visser van Defensie heeft maandagavond haar twijfels over de verhuizing van de marinierskazerne naar Vlissingen toegelicht. Zeeuwen zijn hier boos over, melden verschillende Zeeuwse media. Eerder meldden verschillende media op basis van bronnen al dat staatssecretaris Visser de kazerne definitief niet naar Vlissingen wilde verhuizen. Ten overstaan van een Zeeuwse delegatie heeft ze haar aarzelingen over onder meer personele en financiële zaken toegelicht, zo meldt de woordvoerder. Commissaris van de Koning Han Polman zegt tegen PZC dat het gesprek ""bizar"" was. ""We hebben geen enkel nieuw argument gehoord. Het valt zwaar dat we het zo moeten horen"", aldus Polman in gesprek met de Zeeuwse krant. Burgemeester Bas van den Tillaar van Vlissingen zei ook ""zeer aangeslagen"" te zijn.De staatssecretaris heeft twijfels over bijvoorbeeld de uitstroom van personeel en de vraag of Vlissingen wel de veiligste plek voor de kazerne is.Het besluit om de kazerne vanuit het Utrechtse Doorn naar Zeeland te verhuizen, was in 2012 genomen. Inmiddels hebben betrokken partijen miljoenen euro's geïnvesteerd om de bouw te realiseren. Volgens Defensie worden er momenteel vraagtekens gezet bij het in 2012 genomen besluit. Twee jaar geleden werd duidelijk dat veel mariniers het niet eens waren met de voorgenomen verhuizing. Zo zouden ze bijvoorbeeld hun opgebouwde leven in Doorn niet willen opgeven.",1
97,98.0,https://www.nu.nl/politiek/6029757/stikstof-geduld-oppositie-raakt-op-dit-besloot-het-kabinet-tot-nu-toe.html,"Het is inmiddels bijna negen maanden geleden dat de Raad van State oordeelde dat het stikstofbeleid de Natura 2000-gebieden volgens Europese regels onvoldoende beschermt. Vorige week kondigde het kabinet langverwachte maatregelen aan, maar oppositiepartijen en belangenclubs zijn ontevreden over de aanpak. Wat is er tot nu toe afgesproken?Waar minister Carola Schouten, als landbouwminister coördineert zij de stikstofaanpak, en premier Mark Rutte waarschuwen dat een simpele en snelle oplossing voor de stikstofcrisis niet bestaat, wordt de oppositie steeds ongeduldiger.Enkele partijen vinden het beleid te langzaam en te weinig. GroenLinks werkt daarom zelf aan een stikstofwet. Ook belangenorganisaties Bouwend Nederland, MKB-Nederland en verschillende natuurorganisaties steunen voor een deel dit initiatief. De PVV is juist van mening dat er helemaal geen probleem met stikstof is. Ook die partij komt met een eigen wet, maar dan met de strekking om even helemaal geen maatregelen te nemen. Wat heeft het kabinet tot nu toe besloten? Een overzicht: Spoedwet met veel tegenzin goedgekeurd door parlement Na veel overleg en een lijvig advies van de Commissie-Remkes, kondigt het kabinet de eerste maatregelen aan die vooral de woning- en wegenbouw weer op gang moeten krijgen. Veel projecten liggen sinds de Raad van State-uitspraak noodgedwongen stil en nieuwe bouwvergunningen worden nauwelijks afgegeven. Omdat er haast is, bouwbedrijven komen in de financiële problemen en dijken moeten worden verstevigd, komt het kabinet met een spoedwet die nog net voor de Kerst door het parlement wordt aangenomen. Zo worden er voorbereidingen getroffen voor een drempelwaarde. Zo kunnen bouwvergunningen voor projecten die onder een bepaalde stikstofnorm blijven direct worden afgegeven. Het veevoer wordt aangepast zodat er minder eiwitten in zitten. Overtollig eiwit zorgt namelijk voor extra stikstofuitstoot dat via de mest naar buiten komt. De maximumsnelheidsverlaging op alle snelwegen gaat overdag naar 100 kilometer per uur. In maart worden de verkeersborden aangepast.",1
98,99.0,https://www.nu.nl/politiek/6028593/openbaar-ministerie-komt-in-rechtszaal-hard-in-aanvaring-met-wilders.html,"Het Openbaar Ministerie (OM) kwam woensdag in de rechtszaal hard in aanvaring met Geert Wilders. De PVV-leider zei dat de advocaten-generaal zich moesten schamen. Advocaat-generaal Gerard Sta sprak op zijn beurt van een ""onverholen aanval"". Woensdag stelde het OM dat op basis van nieuwe openbaar gemaakte documenten geconcludeerd kan worden dat er geen sprake is geweest van politieke beïnvloeding bij de beslissing om Wilders te vervolgen.Het OM had dit standpunt al en herhaalde dit nadat minister van Justitie en Veiligheid Ferd Grapperhaus maandag de resultaten van een onderzoek binnen het departement had gepresenteerd. Wilders vroeg het hof of hij op de uiteenzetting van het OM mocht reageren. De politicus zei dat de ""schaamteloosheid van de advocaten-generaal in deze zaak geen grenzen kent"". ""Ze claimen anderhalve dag na het openbaar maken van de stukken dat er niks aan de hand was"", vervolgde Wilders. ""Ik heb zelden twee advocaten-generaal gezien die het vertrouwen van de normale burger in het Openbaar Ministerie zo beschadigen"", voegde Wilders daaraan toe. ""Verblind door haat tegen mij en de PVV. Schaam u."" Wilders is ervan overtuigd dat er wel sprake van politieke beïnvloeding is geweest. Volgens hem blijkt dit uit al eerder overlegde documenten en de nieuwe stukken. OM reageert vol ongeloof op woorden Wilders Advocaat-Generaal Sta reageerde met ""boosheid en ongelofelijke verbazing"" op de woorden van Wilders: ""Dit zijn woorden die ik niet vaak hoor in de rechtszaal en ze zijn volstrekt onjuist."" ""Ik kan me best voorstellen dat er onvrede en verbazing is bij de heer Wilders en daar kan over gesproken worden"", aldus Sta, die weet dat de politicus het niet eens is met de conclusie van het OM. Maar het gaat echt te ver - buiten alle perken - dat wij schaamteloos hebben gehandeld, dan wel het vertrouwen in de rechtsstaat naar beneden halen"", benadrukte de advocaat-generaal kwaad.",1
99,100.0,https://www.nu.nl/politiek/6027635/arib-in-brief-aan-rutte-omgang-van-kabinet-met-kamer-is-onaanvaardbaar.html,"Brieven van het kabinet die op vreemde tijdstippen naar de Tweede Kamer worden verstuurd en ministeries die journalisten eerder informeren dan Kamerleden; Kamervoorzitter Khadija Arib is helemaal klaar met de manier waarop het kabinet omgaat met de informatievoorziening aan de Tweede Kamer. In een brief aan premier Mark Rutte schrijft Arib dat deze werkwijze van het kabinet ""vanuit staatsrechtelijk oogpunt zeer ongewenst, zo niet onaanvaardbaar is"". De voorzitter verwijst naar eerdere gesprekken over de kwestie die zij met de premier heeft gevoerd, maar ziet dat ""het verschijnsel zich met regelmaat blijft voordoen"". Arib haalt als voorbeeld aan dat journalisten vanuit departementen worden benaderd met nieuws, nog voordat de beleidsstukken en Kamerbrieven naar de Tweede Kamer zijn verstuurd. Kamerleden worden vervolgens door de media om een reactie gevraagd, maar hebben geen kennis van de inhoud. ""Dit staat op gespannen voet met het uitgangspunt dat de Kamer op adequate wijze moet worden geïnformeerd"", aldus Arib. Ook moet er volgens haar een einde komen aan de praktijk dat het kabinet stukken buiten de normale werktijden (tussen 8.00 en 18.00 uur) naar de Kamer stuurt. 'Premier Rutte maakt zich schuldig aan constitutioneel spelbederf' Wim Voermans, hoogleraar staatsrecht aan de Universiteit Leiden, onderschrijft de oproep. ""De Kamervoorzitter heeft helemaal gelijk. Arib staat op namens de hele Kamer en zegt: 'Meneer Rutte, u gaat te ver.' Dit is vrij uniek."" Voermans zag de informatiepositie van de Kamer de afgelopen drie kabinetten verslechteren.""Constitutioneel spelbederf"", noemt de staatsrechtgeleerde het. ""Als regering moet je de houding hebben dat je informatie wil delen met het parlement. De Tweede Kamer is geen hindernis, de Kamerleden zijn onze volksvertegenwoordigers die namens ons controleren en namens ons spreken.""SP-Kamerlid Ronald van Raak stoort zich al langere tijd aan de werkwijze. ""Kijk naar het vuurwerkverbod. Afgelopen week komt dat in het nieuws, maar de Kamer heeft nog geen plannen gezien. Ik kan dan mijn werk niet doen. Dat is niet per ongeluk, dat is bewust.""",1
100,101.0,https://www.nu.nl/algemeen/6025394/kamerbrede-kritiek-op-hoekstras-reorganisatieplannen-belastingdienst.html,"Meerdere partijen hebben dinsdag tijdens een debat in de Tweede Kamer vragen gesteld bij de plannen van CDA-minister Wopke Hoekstra (Financiën) om de Belastingdienst op te knippen. Niet alleen de oppositie, maar ook coalitiepartijen VVD, D66 en ChristenUnie vragen zich af waarom Hoekstra heeft gekozen voor het opknippen van de organisatie. Ook het CDA is kritisch. Hoekstra, die na het aftreden van staatssecretaris Menno Snel de portefeuille tijdelijk overneemt, kondigde onlangs aan de Belastingdienst rigoureus te reorganiseren. De dienst wordt opgeknipt in drie diensten: Belastingen, Toeslagen en Douane met ieder een eigen ambtelijke top en twee staatssecretarissen. Kamer wijst op risico's bij te snelle reorganisatie Meerdere parlementariërs wezen in het debat op een rapport waaruit blijkt dat een te snelle ontvlechting van Toeslagen en het fiscale deel van de Belastingdienst een risico is voor de continuïteit en de dienstverlening aan burgers. Naast de kinderopvangtoeslag kampt de fiscus al jaren met grote ict-problemen en personeelswerving. Henk Nijboer (PvdA) vroeg zich af waarom Hoekstra de Belastingdienst zo snel wil reorganiseren, nog voordat de vervangers van Snel zijn begonnen. GroenLinks-Kamerlid Bart Snels noemde de plannen ""onverstandig"" en vindt dat het kabinet de opsplitsing moet heroverwegen. Opvallend is dat ook de coalitie vraagtekens heeft.""Waarom komen er meer koks in de keuken?"" wilde VVD'ers Helma Lodders weten. Steven van Weyenberg (D66): ""Wie wordt er verantwoordelijk voor de ict? En wie voor de Belastingtelefoon? Waarom is voor deze vorm gekozen?"" Ook CDA-Kamerlid Pieter Omtzigt toonde zich kritisch. Hij wil dat het takenpakket en de invulling van de verantwoordelijkheden kunnen worden aangepast. Als het aan VVD, D66 en ChristenUnie ligt, blijft de minister ook in de toekomst betrokken bij de drie nieuwe departementen en in het bijzonder bij de afhandeling van de kinderopvangtoeslag. Volgens Hoekstra zijn de ""hoofdcontouren helder"" en wordt het volledige takenpakket en de verdeling bekend na de benoeming van de twee nieuwe staatssecretarissen. ",1
101,102.0,https://www.nu.nl/politiek/6016820/kamer-hekelt-puinhoop-van-falend-marokkobeleid-broekers-knol.html,"De Tweede Kamer heeft dinsdag tijdens het Vragenuur hard uitgehaald naar staatssecretaris Ankie Broekers-Knol (Asiel). De Kamerleden hebben geen goed woord over voor haar inspanningen om ervoor te zorgen dat Marokko uitgeprocedeerde Marokkanen terugneemt. ""Deze staatssecretaris faalt"", zei PvdA-Kamerlid Attje Kuiken. CDA'er Madeleine van Toorenburg: ""We willen daadkracht, wanneer zien we die?"" GroenLinks-Kamerlid Bram van Ojik vreest dat Broekers-Knol ""de controle op dit onderwerp volledig kwijt is"". SP'er Jasper van Dijk ziet vooral een ""puinhoop"" waar het kabinet zalvende woorden voor gebruikt. ""Het kabinet doet alsof er niets aan de hand is. Dat is onzin."" Hij wijst naar de inwoners van dorpen en steden waar de uitgeprocedeerde asielzoekers verblijven die te maken hebben met zware overlast. Geen afspraak Broekers-Knol en Marokko De Tweede Kamer verwijst naar de meest recente kwestie in de affaire toen de Marokkaanse ambassadeur in Nederland een afspraak met de VVD-staatssecretaris afzegde. Broekers-Knol had daar graag over het terugkeerbeleid van Marokko gehad. Eerder maakte bewindsvrouw zelf bekend dat zij door Marokko was geweigerd voor een bezoek aan de verantwoordelijke minister in het Noord-Afrikaanse land. Volgens Marokko was zij wel welkom, maar was er geen verzoek binnengekomen. Uiteindelijk spraken het ministerie van Buitenlandse Zaken en Broekers-Knol van een ""misverstand"". Broekers-Knol zei dinsdag dat het kabinet werkt aan de verbetering van de relatie met Marokko en daarbij staat samenwerking op het gebied van migratie hoog op de lijst. 'Buitenlandse Zaken moet beleid overnemen van Broekers-Knol' Op vragen van de Kamer wat er mis is gegaan en vooral hoe het zo mis heeft kunnen lopen, gaf zij geen antwoord. Ze voegde daaraan toe dat de Kamer de kwestie ""niet groter moet maken dan het is"". Volgens Van Ojik is het juist de staatssecretaris die de kwestie heeft opgeblazen door zelf groots te verkondigen dat ze door Marokko was geweigerd.",1
102,103.0,https://www.nu.nl/politiek/6015558/groenlinks-en-pvda-zeer-kritisch-op-spoedwet-stikstofaanpak.html,"GroenLinks en PvdA zullen niet zomaar instemmen met de spoedwet voor de stikstofmaatregelen, bleek woensdag tijdens de wetsbehandeling in de Tweede Kamer. Dat kan vooral gevolgen hebben in de Eerste Kamer, waar de coalitie van VVD, CDA, D66 en ChristenUnie geen meerderheid heeft. ""De wet is juridisch zeer wankel"", zei GroenLinks-Kamerlid Laura Bromet. ""We willen geen tweede debacle."" Bromet doelt op het oude stikstofbeleid waar de Raad van State (RvS) eind mei een streep door zette waardoor bouwprojecten stil kwamen te liggen. ""Het juridische ijs is niet al te dik, er zitten soms ook wakken in"", zei William Moorlag (PvdA). Hij zet ook vraagtekens bij het eenmalig beschikbare bedrag voor natuurherstel door het kabinet van 250 miljoen euro. Moorlag wil dat er structureel geld wordt uitgetrokken. Esther Ouwehand (Partij voor de Dieren) en Bromet missen ferme maatregelen in deze spoedwet, zoals het aanpakken van de veestapel en een halt toeroepen aan de plannen voor Lelystad Airport. D66-Kamerlid Tjeerd de Groot waarschuwde dat vooral jongeren en studenten die een woning zoeken de dupe zullen zijn als de partijen niet instemmen met deze spoedwet. ""Er is een woningcrisis, er moet gebouwd worden."" Ook RvS kritisch op spoedwet De kritische Kamerleden voelen zich gesteund door het advies van de RvS, het belangrijkste adviesorgaan van het kabinet bij wetgeving. De RvS begrijpt dat het kabinet op de korte termijn iets wil doen aan de stikstofproblematiek, maar het is onduidelijk of deze wet het gewenste effect heeft. Het gaat om een zogenoemde drempelwaarde van de stikstofuitstoot, waardoor projecten die daaronder blijven, hervat kunnen worden, een andere samenstelling van veevoer en maatregelen voor natuurherstel. Het kabinet presenteerde enkele weken geleden de maatregelen om op korte termijn de stikstofuitstoot te verlagen. Het gaat onder meer ook om de snelheidsverlaging naar 100 kilometer per uur overdag en een uitbreiding van de subsidieregeling voor de vrijwillige sanering van de varkenshouderij.",1
104,105.0,https://www.nu.nl/politiek/6010981/oppositie-vindt-stikstofmaatregelen-te-veel-en-te-weinig.html,"Oppositiepartijen zien helemaal niets in de plannen van het kabinet voor het aanpakken van de problemen rond stikstofuitstoot en PFAS. Voor de linkse partijen gaan de plannen niet ver genoeg, maar de PVV en FVD vinden de maatregelen juist schromelijk overdreven. ""Dit is bij lange na niet voldoende"", zei GroenLinks-leider Jesse Klaver donderdag in de Tweede Kamer over de gepresenteerde kabinetsplannen. ""Er is geen stikstofcrisis. Er is geen natuurprobleem in Nederland"", zei PVV-leider Geert Wilders op zijn beurt. De Tweede Kamer debatteerde met premier Mark Rutte en ministers Carola Schouten (Landbouw), Cora van Nieuwenhuizen (Verkeer) en Stientje van Veldhoven (Wonen) over de eerste oplossingen die het kabinet woensdag presenteerde voor de problemen rond stikstof en PFAS. Eind dit jaar wordt een groter pakket aan maatregelen verwacht voor de lange termijn. GroenLinks komt zelf met initiatiefwet Klaver vindt het onbegrijpelijk dat het zes maanden heeft geduurd voor het kabinet met maatregelen kwam nadat de Raad van State een streep had gezet door het stikstofbeleid. Ook wil GroenLinks, net als de Partij voor de Dieren en de SP, niet dat er wordt gemorreld aan beschermde natuurgebieden, zoals het kabinet voorstelde. Klaver: ""Dit is een regelrechte aanval op de natuur."" Klaver kwam daarom zelf met een initiatiefwet waarin staat dat de landbouw, de sector die verantwoordelijk is voor de meeste stikstofneerslag, de stikstofuitstoot in 2035 moet halveren. Dat heeft onherroepelijk ook effect op de omvang van de veestapel. Ook mag de luchtvaart niet meer groeien en moet er altijd en overal 100 kilometer per uur worden gereden, in plaats van alleen overdag. Esther Ouwehand, Kamerlid voor de Partij voor de Dieren, bracht in herinnering dat experts de nieuwste maatregelen onvoldoende en juridisch onhoudbaar vinden. ""Dit kabinet weet zelf niet wat er moet gebeuren, terwijl experts dat allemaal wel weten"", zei Ouwehand richting Rutte. Ze wijst erop dat de problemen van nu voortvloeien uit het negeren van milieuexperts in het verleden.",1
105,106.0,https://www.nu.nl/politiek/6010714/cda-wil-banden-met-al-assad-aanhalen-maar-kamer-wijst-het-voorstel-af.html,"CDA-Kamerlid Martijn van Helvert stelt voor dat Nederland de diplomatieke banden met de Syrische president Bashar Al Assad aanhaalt. Volgens Van Helvert is dat nodig om een oplossing te vinden voor de berechting van Nederlandse IS-strijders en de terugkeer van Syriërs die het regime van Al Assad ontvluchtten. De christelijke partij deed het voorstel woensdag in een debat in de Tweede Kamer, maar vond weinig steun bij zowel de oppositie als de coalitiepartijen. ""Praten met Al Assad kan gezien worden als politiek gezichtsverlies"", aldus Van Helvert. Tegelijkertijd ziet hij dat het de Amerikanen, de Europese partners, maar ook Islamitische Staat niet gelukt is om Al Assad ten val te brengen en dat de Syrische dictator weer stevig in het zadel zit. De CDA'er schat in dat een toekomst van Syrië met Al Assad zorgt voor de stabiliteit die nodig is om onder meer de Syrische vluchtelingen in Nederland terug te sturen. En nu Irak de berechting van Nederlandse IS-strijders die momenteel in Syrië vastzitten niet ziet zitten, moet de optie dat zij in Syrië berecht worden opgehouden worden. CDA krijgt kritiek van oppositie en coalitie De VVD snapt niet waarom Nederland ""een knieval"" in de richting van Al Assad moet maken en op eigen houtje de banden moet aanhalen. De partij pleitte er in het verleden voor om juist met dictators in gesprek te gaan, maar een herstel van diplomatieke banden met Al Assad gaat VVD-Kamerlid Sven Koopmans te ver. ""Hoe kan Al Assad, die honderdduizenden burgerdoden op zijn geweten heeft, bijdragen aan stabiliteit? Welke stabiliteit?"", meent Koopmans. Ook D66'er Sjoerd Sjoerdsma ziet niets in het voorstel. ""Al Assad is Islamitische Staat in een net pak. Hij is pleegvader van IS."" Sjoerdsma wijst erop dat Al Assad heeft bijgedragen aan de opkomst van IS door radicale jihadisten uit de Syrische gevangenissen vrij te laten.",1
107,108.0,https://www.nu.nl/politiek/6009142/bijleveld-doorstaat-motie-van-wantrouwen-na-onjuist-informeren-van-kamer.html,"Minister Ank Bijleveld (Defensie) heeft dinsdag in een zwaar Kamerdebat over de Nederlandse betrokkenheid bij de luchtaanvallen in de Iraakse steden Hawija en Mosoel, waarbij 74 mensen om het leven kwamen, ternauwernood een motie van wantrouwen doorstaan. Nagenoeg de voltallige oppositie, met uitzondering van de SGP en Lid Van Haga, zegde het vertrouwen in de bewindsvrouw op. GroenLinks-Kamerlid Isabelle Diks: ""We kunnen als Kamer niet accepteren dat we ontijdig, onvolledig en onjuist zijn geïnformeerd.""Met de steun van de coalitiepartijen VVD, CDA, D66 en ChristenUnie kan de CDA-minister verder, maar niet zonder kleerscheuren. Bijleveld bood haar ""oprechte excuses"" aan voor het verkeerd informeren van de Kamer over de Nederlandse betrokkenheid bij de twee luchtaanvallen. ""Als minister ben ik verantwoordelijk, ook voor het handelen van mijn voorganger"", aldus de minister, die beterschap beloofde. ""Dit is niet juist. Dit had anders gemoeten."" 'Minister wist pas vrijdag over verkeerd informeren Kamer' Bijleveld wist naar eigen zeggen afgelopen vrijdag pas dat haar voorganger, oud-minister Jeanine Hennis-Plasschaert, de Kamer in 2015 verkeerd heeft geïnformeerd. Hennis-Plasschaert, die momenteel de VN-gezant in Irak is, meldde in de zomer van 2015 aan de Kamer dat er voor zover haar bekend was geen burgerslachtoffers waren gevallen bij de inzet van Nederlandse F-16's in de strijd tegen Islamitische Staat. Uit een Kamerbrief van minister Bijleveld van afgelopen maandag blijkt echter dat het ministerie destijds al beschikte over een intern verslag en een Amerikaanse rapportage waaruit bleek dat het ""geloofwaardig was"" dat er bij de aanval in Hawija burgers om het leven waren gekomen. Het is volgens Bijleveld ""aannemelijk dat de meest betrokken ministeries over het bestaan van het onderzoek zijn geïnformeerd"", schreef zij voorafgaand aan het debat in een brief. Tot de betrokken departementen behoort naast de ministeries van Buitenlandse Zaken, Buitenlandse Handel en Ontwikkelingssamenwerking en Justitie en Veiligheid ook het ministerie van Algemene Zaken van premier Mark Rutte.",1
108,109.0,https://www.nu.nl/politiek/6007799/minister-van-nieuwenhuizen-biedt-excuses-aan-voor-fouten-met-stint.html,"Minister Cora van Nieuwenhuizen (Infrastructuur en Waterstaat) heeft woensdag in het debat over het tragische ongeluk met de stint van ruim een jaar geleden haar excuses aangeboden voor de fouten die zijn gemaakt. ""Er zijn fouten gemaakt. Dat vind ik heel erg pijnlijk en dat spijt mij ook heel erg"", zei een zichtbaar geëmotioneerde Van Nieuwenhuizen. ""Ik bied daarom op deze plek graag in het openbaar mijn excuses aan voor het tekortschieten van mijn ministerie."" Eerder hadden PVV, Partij voor de Dieren en GroenLinks om de excuses van de bewindsvrouw gevraagd. Van Nieuwenhuizen erkende dat de veiligheid niet vooropstond toen de stint op de openbare weg werd toegelaten. Er is destijds alleen aan keuringsinstantie RDW gevraagd of het voertuig stabiel genoeg was. Vorig jaar vond een tragisch ongeluk met een stint plaats in Oss, waarbij vier kinderen om het leven kwamen. De begeleidster en een vijfde kind raakten zwaargewond. Kabinet had onvoldoende oog voor veiligheid Het debat volgde op de bevindingen van de Onderzoeksraad voor Veiligheid (OVV) eerder deze maand. De OVV was kritisch op het ministerie van Infrastructuur en Waterstaat dat onvoldoende aandacht zou hebben voor de veiligheid bij de toelating van gemotoriseerde voertuigen zoals de stints. ""Een effectieve veiligheidstoets ontbreekt"", vatte de Onderzoeksraad de kritiek samen. De problemen zijn volgens de OVV nog niet opgelost. De veiligheidseisen voor bijzondere bromfietsen, de categorie waar de stint onder valt, zijn dan wel aangescherpt, de toelatingsprocedure is dat nog niet. Aangezien één op de vijf verkeersslachtoffers het afgelopen jaar een gemotoriseerd voertuig gebruikte, moeten er maatregelen komen. De aanbevelingen die het OVV deed, wil Van Nieuwenhuizen allemaal overnemen. Dat betekent dat er onder meer een onafhankelijke organisatie zoals de RDW komt om voortaan de toelating van nieuwe voertuigen te beoordelen. Dat zou ook op Europees niveau kunnen, maar omdat zo’n harmonisatie lang kan duren, start Van Nieuwenhuizen eerst met een nationaal plan.",1
