domain,url,text,polarization,ex_text1,ex_text2,ex_text3
tysol.pl,https://www.tysol.pl/a50954-Ryszard-Czarnecki-Dwie-planety-To-co-nas-podzielilo-to-sie-juz-nie-sklei,"Tegoroczna kampania wyborcza pokazała przepaść między szeroko rozumianym obozem patriotycznym a lewicowo-liberalną opozycją. Mam wrażenie, że ten podział pogłębia się z wyborów na wybory. Nie widać też specjalnie mostów budowanych między tymi dwiema planetami. Planetą polską i planetą opozycji. Modne w niektórych środowiskach jest powtarzanie, że polityczny konflikt w Polsce przypomina krwawą rzeź między plemionami Hutu i Tutsi w Rwandzie i Burundi. To kompletny – choć efektowny – absurd. 
Innym absurdem jest sugerowanie, że konflikt ten dzieli Polskę zgodnie z geograficznym podziałem. Północ i zachód – za liberałami i lewicą, południe i wschód za prawicą; wielkie miasta – obóz kosmopolityczny, mniejsze miasta, miejscowości, wieś – obóz patriotyczny. Geograficzna polaryzacja Polski to już przeszłość 
To drugie wydaje się bardziej skomplikowane, niż się to przedstawia. To pierwsze jest fałszem, bo o ile tak było mniej więcej dekadę i trochę więcej temu, o tyle z wyborów na wybory Prawo i Sprawiedliwość odbija kolejne województwa, poszerzając strefę swoich wpływów. Dzieje się to szczególnie intensywnie i z godną podziwu systematycznością w ostatnich pięciu latach, gdy PiS jest u władzy. 
Czy taka sytuacja układu w praktyce politycznej stricte bipolarnego, występująca przecież w klasycznej wersji w USA, a w Europie choćby w Irlandii, jest w polskich dziejach czymś nowym i zaskakującym? Jednak tak. Przestrzegałbym w sposób bardzo zdecydowany przed porównywaniem III RP z okresem II Rzeczypospolitej. Dlaczego? Przecież wtedy temperatura politycznych zmagań też była olbrzymia. Naczelnikowi Państwa Józefowi Piłsudskiemu zdarzały się wulgarne określenia odnoszące się do Sejmu RP, a w samym Sejmie posłowie zionęli do swoich przeciwników żywiołową niechęcią i, jako żywo, nie bawili się w Wersal. Jeśli ktoś czytał sejmowe diariusze z tamtego czasu lub choćby ówczesną prasę cytującą parlamentarne wystąpienia, to wie, o czym piszę. W Sejmie mówiono językiem niesłychanie ostrym, nie brano jeńców, argumenty ad personam były normą, a hejt, jak byśmy to dziś nazwali, unosił się nad sejmowymi fotelami, przypominając momentami nieco gorszą stronę sejmików szlacheckich i sejmów elekcyjnych.  II RP: dwa patriotyczne obozy i zdrajcy z KPP 
Czy to, co jest teraz, jest kontynuacją ostrej walki politycznej z czasów I RP, a potem podczas odzyskanej państwowości polskiej w okresie między I a II wojną światową? Absolutnie nie. W II Rzeczypospolitej zdarzały się rzeczy haniebne, jak zabójstwo pułkownika Włodzimierza Zagórskiego, pobicie publicysty Adolfa Nowaczyńskiego, Brześć i Bereza Kartuska. Ale jednak były to spory pomiędzy patriotami, którzy często się nie znosili, często przesadzali w sporach i braku szacunku dla oponentów, ale niewątpliwie kierowali się interesem Polski, polską racją stanu, interesem narodowym czy państwowym. Komunistyczna Partia Polski (KPP), która chciała, aby Górny Śląsk trafił do Niemiec, bo miało to zwiększyć szansę na światową rewolucję mającą torować drogę Moskwie do zaprowadzenia „Pact Sovietica” – była na kompletnym marginesie. Także dlatego, że w polskiej opinii publicznej towarzysze z KPP uważani byli po prostu za zdrajców. Czy nam to coś przypomina? ",1,"Tegoroczna kampania wyborcza pokazała przepaść między szeroko rozumianym obozem patriotycznym a lewicowo-liberalną opozycją. Mam wrażenie, że ten podział pogłębia się z wyborów na wybory. Nie widać też specjalnie mostów budowanych między tymi dwiema planetami. Planetą polską i planetą opozycji. Modne w niektórych środowiskach jest powtarzanie, że polityczny konflikt w Polsce przypomina krwawą rzeź między plemionami Hutu i Tutsi w Rwandzie i Burundi.","Innym absurdem jest sugerowanie, że konflikt ten dzieli Polskę zgodnie z geograficznym podziałem. Północ i zachód – za liberałami i lewicą, południe i wschód za prawicą; wielkie miasta – obóz kosmopolityczny, mniejsze miasta, miejscowości, wieś – obóz patriotyczny. Geograficzna polaryzacja Polski to już przeszłość ",
tysol.pl,https://www.tysol.pl/a60018-Konflikt-w-ekipie-Holowni-po-transferze-Muchy-Szef-lubelskich-struktur-odchodzi,"Według doniesień portalu Onet, szef lubelskich struktur Stowarzyszenia Polska 2050 Jakub Jakubowski zdecydował się zrezygnować ze swojej funkcji w reakcji na polityczny transfer Joanny Muchy, który miał się odbyć bez konsultacji z lokalnymi działaczami. Dotychczasowa posłanka Platformy Obywatelskiej Joanna Mucha poinformowała dziś podczas konferencji prasowej, że odchodzi z partii przyłącza się do projektu Polska 2050 Szymona Hołowni.
– Nadszedł taki moment, że ja i Platforma jesteśmy w innym miejscu i nikt tu nie jest winny. Nie jest to kwestia jakiejś krytyki, to są po prostu dwie inne drogi – powiedziała. Dzięki temu ruchowi projekt Hołowni będzie zdolny do utworzenia koła parlamentarnego, w którego skład będą wchodzić Hanna Gill-Piątek, Joanna Mucha i senator Jacek Bury. Według doniesień portalu Onet, szef lubelskich struktur Stowarzyszenia Polska 2050 Jakub Jakubowski zdecydował się zrezygnować ze swojej funkcji w reakcji na dzisiejszy transfer, który miał się odbyć bez konsultacji z lokalnymi działaczami. „Oświadczam, że z dniem 20 stycznia 2021 roku z przyczyn osobistych i ze skutkiem natychmiastowym, składam rezygnację z funkcji Lidera Regionu Lubelskiego Stowarzyszenia Polska 2050” – napisał na Facebooku. „Rok temu dołączyłem do Ekipy Szymona, wiedząc że jestem gotów poświęcić jej część swojego życia. Chciałem pomóc nadawać polskiej polityce nową jakość, wspólnie z tysiącami zwykłych ludzi myślących: „Dość!”, zbudować coś innowacyjnego, zasypać podziały, rozmawiać, zauważać i kumulować dobrą energię. Dziś ta przygoda dobiega końca. Poznałem dziesiątki wspaniałych ludzi ze wszystkich powiatów województwa lubelskiego, ze wszystkich innych województw i z zagranicy. Setki spotkań, tysiące działań, dziesiątki tysięcy wiadomości i miliony myśli o lepszej Polsce. To zostanie ze mną na zawsze! Dziękuję Wam za to. Dzięki Szymon!” – dodał.",1,"Dotychczasowa posłanka Platformy Obywatelskiej Joanna Mucha poinformowała dziś podczas konferencji prasowej, że odchodzi z partii przyłącza się do projektu Polska 2050 Szymona Hołowni.","Nadszedł taki moment, że ja i Platforma jesteśmy w innym miejscu i nikt tu nie jest winny. Nie jest to kwestia jakiejś krytyki, to są po prostu dwie inne drogi ",
tysol.pl,https://www.tysol.pl/a60432-Nieoficjalnie-Rzad-dzis-oglosi-zniesienie-czesci-obostrzen-Wiemy-co-zostanie-otwarte,"Według reporterów radia RMF FM, rząd planuje ogłosić dziś na konferencji prasowej otwarcie sklepów w galeriach handlowych od 1 lutego. Restauracje i hotele mają dalej być zamknięte. Jak poinformował rzecznik rządu Piotr Müller, w czwartek rząd ma przedstawić informacje dot. zasad bezpieczeństwa epidemicznego, które będą obowiązywały od 1 lutego br. Od 28 grudnia ub.r., początkowo do 17 stycznia br., przedłużone do 30 stycznia br. zostały wprowadzone dodatkowe obostrzenia w związku z epidemią koronawirusa - m.in. zamknięcie hoteli, ograniczenie w działaniu galerii handlowych i stoków narciarskich. 
Otwarcie sklepów w galeriach handlowych od poniedziałku - przesądzone. Można iść na zakupy - informuje nieoficjalnie reporter RMF FM, Krzysztof Berenda. Według dziennikarza pozostałe obostrzenia zostały przedłużone o kolejne dwa tygodnie. 
Może minimalnie wcześniej otwarte zostaną hotele. Może.
Takie plany ma dziś ogłosić rząd - podsumował redaktor. ",0,,,
tysol.pl,https://www.tysol.pl/a7760-Morawiecki-o-Nord-Stream-2-To-moze-sie-nie-spodobac,"Wiecepremier oraz minister rozwoju i finansów Mateusz Morawiecki po spotkaniu z Cecilią Malmstroem, unijną komisarz do spraw handlu skomentował powstanie Nord Stream 2. Mocno i jednoznacznie prezentujemy nasze stanowisko wskazując, że naszym zdaniem powinna być to umowa o charakterze międzyrządowym, a nie międzykorporacyjnym i w związku z tym powinna podlegać pełnej procedurze zatwierdzenia przez Komisję Europejską - zaznaczył polski polityk.
Morawiecki w Brukseli spotkał się m.in. z Malmstroem i duńskim ministrem ospodarki, energii i klimatu.",0,,,
tysol.pl,https://www.tysol.pl/a59382-Olbrychski-wstrzasniety-tym-co-przezywa-Krystyna-Janda-zaatakowal-prezesa-PiS,"Znany aktor współczuje Jandzie oraz innym celebrytom, którzy stali się obiektem krytyki po tym, jak poza kolejnością zaszczepiono ich przeciw COVID-19. Daniel Obrychski udzielił wywiadu stacji TVN 24. W programie „Kropka nad i” solidaryzował się z Krystyną Jandą oraz innymi aktorami. O sprawie informuje redakcja ""Do Rzeczy"". „Przecież oni się tam nie pchali, tylko zostali zaproszeni” – stwierdził. „Jestem wstrząśnięty tym, co przeżywa zwłaszcza Krystyna Janda, która jest narażona na niewyobrażalny hejt, ludzie życzą jej śmierci. Rządzący robią wszystko, żebyśmy się wzajemnie nienawidzili, a nie robili tego ani zaborcy, ani okupanci, ani najeźdźcy. Nie udało się w historii Polski tak Polaków podzielić, jak udało się prezesowi PiS-u”.",1,"Nie udało się w historii Polski tak Polaków podzielić, jak udało się prezesowi PiS-u","Rządzący robią wszystko, żebyśmy się wzajemnie nienawidzili, a nie robili tego ani zaborcy, ani okupanci, ani najeźdźcy.",
https://oko.press/,https://oko.press/porozumienie-postawi-sie-pis-nikt-nie-bedzie-nas-zastraszal/,"Personalny konflikt Adama Bielana z liderem Porozumienia Jarosławem Gowinem wywołał zimną wojnę w obozie władzy. Jak ustaliło OKO.press, stronnicy Gowina ostrzegają, że jeśli prezes Kaczyński nie ukróci szarży Bielana, w Sejmie wstrzymają się od głosu w ważnych dla PiS głosowaniach. Jarosław Gowin, wicepremier i prezes Porozumienia, oczekuje, że Jarosław Kaczyński wpłynie na Adama Bielana, by przestał podważać przywództwo Gowina w partii. Bielan twierdzi natomiast, że jako przewodniczący Konwencji Krajowej to on pełni obowiązki prezesa Porozumienia, bo Gowin nie zwołał kongresu partii, a jego kadencja na stanowisku wygasła w 2018 roku.

Bielan wielokrotnie chwalił się swoimi wpływami i relacją z prezesem TVP Jackiem Kurskim, a są one tak bliskie, że od kilku dni występy polityków bliskich Gowinowi w telewizji publicznej są blokowane. Sprawę mógłby przeciąć Jarosław Kaczyński, na co liczyły obie strony konfliktu. Tak się jednak nie dzieje.

Prezes ocenia osłabienie koalicjanta jako korzystne dla siebie. Zasada jest prosta: partner słabszy, to partner bardziej uległy. Tym razem jednak na Nowogrodzkiej obawiają się, że wicepremier może się zbuntować i zdradzić. Na korytarzach krążą plotki o próbach paktu Gowina z opozycją.",0,,,
https://oko.press/,https://oko.press/przed-tvp-wjechal-w-demonstrujacych-zarzut-dla-pieszego/,"Rok temu pod budynkiem TVP mężczyzna podający się za pracownika telewizji wjechał motorem w protestujących obywateli. Jednak policja oskarżyła... jednego z manifestantów. Zarzut? Tamowanie ruchu. 9 stycznia 2020 roku ok. 19:50 wokół budynku TVP na pl. Powstańców w Warszawie maszerowała grupa kilkunastu demonstrantów sprzeciwiających się propagandzie w publicznej telewizji. Na pieszym pasażu między budynkiem telewizji a sąsiednimi domami pojawił się jadący z naprzeciwka motocyklista w kasku. Podjechał do grupy, na czele której szedł Karol Grabski – organizator tych codziennych demonstracji.

„Zatrzymałem się i czekałem aż nas wyminie. A on jechał prosto na nas” – opisuje Grabski. „Jechał zrywami, gazując, jakby chciał Karola nastraszyć” – dodaje Julia Łowkis, uczestniczka pikiety, która była kilka metrów od wydarzenia. „Dodawał gazu, popuszczał sprzęgło, chciał nas tym rozpędzić. Widać było, że jest wkurzony” – mówi inny ze świadków, Janusz Gnyp. Twierdzi, że motocyklista wjechał w grupę „agresywnie”. Według uczestników pikiety motor uderzył Grabskiego kołem, a ten stracił równowagę. „Byłam jakieś 1,5 metra od tego zdarzenia. Motocyklista specjalnie na Karola najechał” – nie ma wątpliwości Anna Wiktoria Rycombel.

„Poleciałem do tyłu i złapał mnie policjant” – opisuje Grabski.

Demonstracji cały czas towarzyszą mundurowi.",1,w Warszawie maszerowała grupa kilkunastu demonstrantów sprzeciwiających się propagandzie w publicznej telewizji,,
https://oko.press/,https://oko.press/bedzie-silowe-zatrzymanie-sedziego-igora-tulei/,"Sędzia Tuleya po raz drugi nie stawi się w Prokuraturze Krajowej na przesłuchanie. Prokuratura zapowiada jednak, że przeprowadzi z sędzia „czynności”. Oznacza to co najmniej jego zatrzymanie i doprowadzenie do prokuratury przez policję. Sędzia Igor Tuleya to symbol wolnych sądów. Jako pierwszy niezależny sędzia w Polsce ma dostać zarzuty karne za wykonywanie obowiązków sędziego. Prokuratura chce postawić mu zarzut za wydanie orzeczenia, w którym ostro zrecenzował posłów PiS.

W środę 10 lutego 2021 w samo południe Igor Tuleya ma stawić się w charakterze osoby podejrzanej w siedzibie Prokuratury Krajowej przy ulicy Postępu 3 w Warszawie. Prokurator planuje najpierw postawić mu zarzut karny, a potem go przesłuchać. Ale Tuleya nie stawi się na wezwanie. Będzie jednak pod siedzibą PK: stanie przed wejściem w ramach symbolicznego protestu przeciwko represjom, jakie na niego spadły. Nie będzie sam. Wsparcie dadzą mu sędziowie z Iustitii, którzy o godz. 11:30 organizują tam konferencję. Będą też obywatele.

„Prokuratura nie ma podstaw prawnych, żeby stawiać mi zarzuty, bo Izba Dyscyplinarna, która nie jest sądem, nie uchyliła mi skutecznie immunitetu”

– mówi OKO.press sędzia Igor Tuleya. I dodaje:

„Nie boję się dalszych konsekwencji. Liczę się z tym, że prokuratura sięgnie po środki siłowe. Czyli co najmniej wyśle do mnie policję, by mnie zatrzymała i doprowadziła do prokuratury. Mogą też zatrzymać mnie na 48 godzin lub wystąpić o areszt za rzekome utrudnianie postępowania karnego”.",1,Sędzia Igor Tuleya to symbol wolnych sądów.," Będzie jednak pod siedzibą PK: stanie przed wejściem w ramach symbolicznego protestu przeciwko represjom, jakie na niego spadły. Nie będzie sam. Wsparcie dadzą mu sędziowie z Iustitii, którzy o godz. 11:30 organizują tam konferencję",
https://oko.press/,https://oko.press/zjednoczona-opozycja-weto-dudy/,"Po sobotniej konwencji Platformy Obywatelskiej powróciły dyskusje o wspólnym starcie w wyborach partii opozycyjnych. Ma to być szansa na uzyskanie 276 mandatów potrzebnych do odrzucenia weta Andrzeja Dudy. To prawda, taka szansa jest. Pytanie, jak wielka? Od razu przejdźmy do rzeczy. Co wiemy na pewno?

Ordynacja wyborcza do Sejmu, wielkość okręgów i przeliczanie głosów na mandaty metodą D’Hondta sprawiają, że rzeczywiście istnieje premia za jedność. Co to oznacza w praktyce?

Partie skupione na jednej liście uzyskają więcej mandatów, niż te same partie skupione na dwóch, czterech, sześciu listach wyborczych oddzielnie.
Te dwa założenia są jednak prawdziwe pod jednym warunkiem:

liczba głosów oddanych na jedną listę musi być taka sama (ew. nieznacznie mniejsza) jak suma głosów, które zostałyby oddane na kilka list startujących oddzielnie.
Przedstawmy to najpierw na schemacie, nie używając nazw istniejących ugrupowań.

Mamy więc partię prawicową A z 42 proc. poparcia, partię centroprawicową B z 25 proc., partię centrolewicową C również z 25 proc. oraz partię lewicową D, która może liczyć na 8 proc. głosów.

W hipotetycznym rozkładzie mandatów w polskich warunkach:

Partia A miałaby ich 212
Partia B – 112
Partia C – 112
Partia D – 24
Jednak gdyby centrowe partie B i C zawarły Koalicję BC, która uzyskałaby 50 proc., czyli tyle samo, ile obie partie oddzielnie, taka koalicja miałyby o 7 mandatów więcej i większość 231 posłów w parlamencie.

Ale… Gdyby część wyborców partii B oraz partii C nie zaakceptowała porozumienia, a Koalicja BC zyskała 48 proc. (czyli o 2 pkt. proc. mniej, z czego jeden przypadłby partii A, a drugi partii D), taki sojusz miałby tylko 219 mandatów, a więc o 5 mniej, niż startując oddzielnie.",1,Po sobotniej konwencji Platformy Obywatelskiej powróciły dyskusje o wspólnym starcie w wyborach partii opozycyjnych. Ma to być szansa na uzyskanie 276 mandatów potrzebnych do odrzucenia weta Andrzeja Dudy. ,,
https://oko.press/,https://oko.press/firmy-otwarte-wbrew-zakazom-beda-scigane/,"Prokuratorzy mają ostro ścigać przedsiębiorców otwierających teraz swoje firmy. Szybko stawiać im zarzuty karne, zamykać ich biznesy i oskarżać. Takie polecenie wydał wszystkim śledczym jeden z zastępców Prokuratora Generalnego Zbigniewa Ziobry

Tylko 1 na 300 czytających ten artykuł wspiera OKO finansowo. Wyobraź sobie co moglibyśmy osiągnąć, gdyby było nas 10 x więcej... WESPRZYJ OKO >>
Polecenie wydał Zastępca Prokuratora Generalnego Krzysztof Sierak. Rozesłał w tej sprawie pismo do wszystkich prokuratur regionalnych, a te mają je przekazać do jednostek niższego rzędu. To reakcja na masowe otwieranie się firm, które od jesieni 2020 roku są zamknięte z powodu koronawirusa. Przedsiębiorcy otwierają się tłumacząc, że walczą o przetrwanie. Teraz prokuratura planuje zdusić tę akcję – zamierza uderzyć głównie w restauratorów, właścicieli siłowni i dyskotek.

Zastępca Ziobry do prokuratorów: musicie pomóc powstrzymać wirusa
OKO.press dotarło do pisma prokuratora Krzysztofa Sieraka. Dotyczy ono prowadzenia śledztw o czyn z artykułu 165 kodeksu karnego, który jest związany ze sprowadzeniem „niebezpieczeństwa życia lub zdrowia wielu osób” poprzez spowodowanie „zagrożenia epidemiologicznego lub szerzenia się choroby zakaźnej”. Grozi za to do 12 lat więzienia.

Zastępca Zbigniewa Ziobry pisze, że Prokuratura Krajowa zrobiła kwerendę takich spraw pod kątem łamania przez przedsiębiorców rządowych zakazów prowadzenia działalności gospodarczej, wprowadzonych w związku z epidemią koronawirusa. Z kwerendy wyszło, że

policja składa na przedsiębiorców zawiadomienia do prokuratury, ale prokuratorzy albo odmawiają wszczęcia postępowania, albo umarzają sprawy z powodu „braku znamion czynu zabronionego”.",0,,,
https://oko.press/,https://oko.press/tomasz-komenda-odszkodowanie/,"Dokładnie 12 mln i 811 tysięcy za kawał życia spędzony w zamknięciu. Tomasz Komenda doczekał się rekordowego odszkodowania i zadośćuczynienia za wymuszone przemocą zeznania, błędny wyrok i prześladowania w zakładach karnych. Czy prokurator odwoła się od wyroku?

Czytasz OKO regularnie? Wykup Abonament na wolność słowa. Sprawdź dlaczego warto. WIĘCEJ >>
„Skończył się mój koszmar. Ludzie, którzy mnie zamknęli, nie mają serca. Żadne pieniądze nie wynagrodzą tych 18 lat” – mówił dziennikarzom po zakończonej rozprawie Tomasz Komenda (na zdjęciu po lewej, obok jego adwokat Zbigniew Ćwiąkalski).

8 lutego 2021 roku Sąd Okręgowy w Opolu zasądził jedno najwyższych w historii odszkodowań na rzecz niesłusznie skazanego mężczyzny. Komenda dostanie 12 mln zł odszkodowania i ponad 811 tys. zł zadośćuczynienia.

„Zacznę żyć, tak jak powinienem żyć od samego początku. Ktoś ukradł to, co ukradł i skończyło się, jak się skończyło. (…) To zamknięcie tamtego rozdziału. Mój nowy rozdział ma dwa miesiące i chcę, by był szczęśliwy, tak jak ja jestem w tej chwili” – mówił dziennikarzom mężczyzna.

Policyjne „ABC” tortur
Komenda spędził niewinnie 18 lat w więzieniu na podstawie zeznań, które wymuszono od niego biciem i poniżaniem. Policja zarzucała mu gwałt i morderstwo 15-letniej dziewczyny. Do zbrodni doszło w Miłoszycach podczas zabawy sylwestrowej 1997/1998 roku. W 2004 roku sąd zdecydował o skazaniu Komendy na 25 lat więzienia.

Podczas odbywania niesłusznie zasądzonej kary mężczyzna był maltretowany przez współwięźniów, trzykrotnie próbował popełnić samobójstwo. Dopiero ponowne śledztwo wykazało, że nie miał nic wspólnego z miłoszycką zbrodnią, a jego skazanie było wymuszone i bezpodstawne.",0,,,
https://oko.press/,https://oko.press/corka-wie-ze-mogla-miec-siostre-ale-nie-ma-mialam-aborcje/,"słyszała od lekarzy: z ciąży nic nie będzie, ale nic nie zrobimy, bo serce bije. Zamiast psychologa przyszedł ksiądz i powiedział, że to jej wina, bo pewnie zgrzeszyła. Płód umierał w niej jeszcze miesiąc"". O aborcji, ciążach i historiach innych kobiet mówi artystka Monika Wińczyk. W naszym cyklu Miałam Aborcję opowiadamy historie osób, które przerwały ciążę. Chcemy w ten sposób pokazać spektrum doświadczeń, wyciągnąć aborcję ze sfery tabu i dać przestrzeń osobom, które często wiele lat zmuszone były milczeć ze strachu przed stygmatyzacją. Przez wyrok Trybunału Konstytucyjnego Przyłębskiej, który odebrał osobom w ciąży prawo do aborcji ze względu na wady płodu, Polska stała się czarnym punktem na mapie Europy. Kobietom odebrano prawo, ale nie wybór. Dzięki inicjatywom takim jak Aborcja Bez Granic i międzynarodowej sieci wsparcia, kobiety mogą jechać do zagranicznych klinik. Hipokryzja władzy zrównującą życie matki z życiem płodu pogłębia rozpacz kobiet i stygmatyzację aborcji. Tym bardziej chcemy opowiadać wam prawdziwe historie osób, które przerwały swoje ciąże. Poznańska artystka Monika Wińczyk opowiada o aborcji ze względu na wady płodu, ale też o macierzyństwie i o tym, co zobaczyła na szpitalnych oddziałach.

Marta K. Nowak: Czym się zajmujesz?

Monika Wińczyk: Jestem aktywistką i performerką, pracuję z teatrami offowymi. Moja twórczość często zahacza o prawa kobiet, człowieka. Pole artystyczne łączy się dla mnie nierozerwalnie z aktywizmem, sztuka zazębia się z życiem i odzwierciedla to, co nosimy w sobie. W moim przypadku to doświadczenie bycia kobietą. Jest w nie wpisana także aborcja i macierzyństwo.",0,,,
https://oko.press/,https://oko.press/byly-skinhead-awansuje-w-ipn/,"Przez większość życia był znany jako jeden z założycieli ONR, nacjonalista, organizator licznych demonstracji o antysemickim, antyunijnym i szowinistycznym charakterze. Tomasz Greniuch ma rządzić wrocławskim oddziałem IPN

Ciekawie się zapowiada? Ten tekst powstał dzięki dobrowolnym wpłatom Czytelników. Czytasz OKO? WESPRZYJ OKO>>
2 lutego wrocławska „Gazeta Wyborcza” podała, że nowym szefem Oddziału Instytutu Pamięci Narodowej we Wrocławiu, zostanie dr Tomasz Greniuch – p.o. naczelnika delegatury w Opolu, a w przeszłości wieloletni działacz skrajnie prawicowego ONR.

Greniuch jest również autorem książki „Droga nacjonalisty”, której treść analizowaliśmy w OKO.press: odwołuje się w niej m.in. do myśli Leona Degrell’a – walońskiego nacjonalisty, hitlerowskiego kolaboranta, ultrakatolika, nazisty i pułkownika Waffen SS. Szerzej o skrajnie prawicowych poglądach i działalności Greniucha piszemy w drugiej części tekstu.

Wedle naszych źródeł nowe stanowisko dla Greniucha ma być elementem wymiany ekipy we wrocławskim oddziale IPN: władzom Instytutu miało się nie spodobać, że w oddziale za kadencji prof. Włodzimierza Sulei znano od dawna esbeckie dokumenty potwierdzające przestępstwa seksualne niedawno zmarłego kardynała Henryka Gulbinowicza, a mimo to pozwolono sprawie przedostać się w niekontrolowany sposób do prasy. Nacjonalista Greniuch ma zaś awansować dzięki protekcji prof. Jana Żaryna.",1,"nacjonalista, organizator licznych demonstracji o antysemickim, antyunijnym i szowinistycznym charakterze.",,
https://oko.press/,https://oko.press/czy-bedziemy-bezpieczni-do-konca-roku-liczymy/,"Jest opóźnienie 115 tys. szczepień, ale do końca kwartału powinniśmy wykonać ich 6,3 mln. Tyle że do bezpiecznego poziomu 70 proc. populacji będzie brakować jeszcze... 47,9 mln. W obecnym tempie potrwałoby to do czerwca 2022. Żeby zdążyć do końca roku, trzeba szczepić po 175 tys. osób dziennie. Wykonalne?

Czytasz OKO regularnie? Wykup Abonament na wolność słowa. Sprawdź dlaczego warto. WIĘCEJ >>
W niedzielę 7 lutego rano wg rządowego raportu szczepień ostatniej doby (w sobotę) zaszczepiono 49 556 osób, czyli dużo jak na weekend. Po 12:00 pojawiła się jednak zasadnicza korekta: 22 484 szczepień. Niestety, często się zdarza, że dane, których źródłem jest Ministerstwo Zdrowia są korygowane, co jest frustrujące nie tylko dla dziennikarzy.

Rządowa strona tłumaczy, że takie różnice „wynikają ze specyfiki procesu szczepień, w którym pojawiają się korekty i anulowania, oraz ciągle doskonalonych reguł biznesowych monitorujących jakość gromadzonych danych. Korekty nie są istotne ze statystycznego punktu widzenia”. Ostatnie zdanie nie wydaje się prawdziwe w wypadku tej niedzieli.

Próbując nadążać za danymi przedstawiamy wykres dziennej liczby zaszczepień (zielone słupki) i średniej kroczącej ostatnich siedmiu dni (niebieska linia).",0,,,
https://oko.press/,https://oko.press/juszczyszyn-nie-boje-sie-bede-czekal-na-powrot-do-sadu-chocby-8-lat/,"W pierwszą rocznicę zawieszenia OKO.press rozmawia z sędzią Pawłem Juszczyszynem. Sędzia opowiada nam, jak radzi sobie w obecnej sytuacji, co robi w ciągu dnia, czy wspiera go żona. Zapewnia, że nie dał się złamać i wytrzyma represje jeszcze długo, bo chce wrócić do sądu

Właśnie mija rok odkąd sędzia Paweł Juszczyszyn z Sądu Rejonowego w Olsztynie nie może sądzić. Jego sprawę przez wiele miesięcy śledzili Polacy, bo sam stanął naprzeciw machiny władzy PiS i jej współpracowników w wymiarze sprawiedliwości. O Juszczyszynie zrobiło się głośno w listopadzie 2019 roku. OKO.press jako pierwsze ujawniło wówczas, że wystąpił do Kancelarii Sejmu o przesłanie list poparcia dla kandydatów do nowej KRS:

Trybunał Sprawiedliwości UE
Przeczytaj także:
News OKO.press: Po wyroku TSUE sąd w Olsztynie stawia władzom kłopotliwe żądania
22 LISTOPADA 2019

Sprawa była wtedy gorąca politycznie. Bo KRS, do której PiS z Kukiz’15 wybrał głównie sędziów współpracujących z resortem Ziobry, może być nielegalna. Okazało się bowiem, że jeden z członków nowej KRS Maciej Nawacki (prezes Sądu Rejonowego w Olsztynie z nominacji ministra Ziobry) nie miał wymaganej liczby podpisów na swojej liście poparcia. Kilku sędziów wycofało je w ostatniej chwili. Listy poparcia były wtedy jedną z najpilniej strzeżonych tajemnic. I Juszczyszyn to tabu chciał złamać.

Zażądał list, bo wykonał wyrok TSUE z listopada 2019 roku, w którym Trybunał Sprawiedliwości UE dał wskazówki polskim sędziom, jak mają oceniać legalność nowej KRS i nielegalnej Izby Dyscyplinarnej przy SN. I sędzia to zrobił jako pierwszy. Szybko spadł jednak na niego grad represji. Najpierw resort Ziobry odwołał go z orzekania na delegacji w Sądzie Okręgowym w Olsztynie, potem rzecznik dyscyplinarny Ziobry zrobił mu dyscyplinarkę, a prezes sądu Maciej Nawacki odsunął go sam na miesiąc od orzekania.",1,"Jego sprawę przez wiele miesięcy śledzili Polacy, bo sam stanął naprzeciw machiny władzy PiS i jej współpracowników w wymiarze sprawiedliwości.","Bo KRS, do której PiS z Kukiz’15 wybrał głównie sędziów współpracujących z resortem Ziobry, może być nielegalna. ","Trybunał Sprawiedliwości UE dał wskazówki polskim sędziom, jak mają oceniać legalność nowej KRS i nielegalnej Izby Dyscyplinarnej przy SN. "
