url,text,polarization
https://nu.nl/algemeen/6092352/wiebes-niet-gezien-dat-slechte-toeslagenwet-gigantische-sociale-bom-was.html,"Eric Wiebes, staatssecretaris van Financiën tussen 2014 en 2017, heeft niet zien aankomen dat de strenge wetgeving rondom de kinderopvangtoeslag zou leiden tot de problemen die we nu kennen. Wiebes' grootste zorg was destijds ook helemaal niet de hoge terugvorderingen van de ouders, maar het toeslagensysteem als geheel.""We hebben gewoon niet gezien dat wat nu onwelgevallige wetgeving blijkt, eigenlijk een brandende lont was die een gigantische sociale bom tot ontploffing zou brengen"", zei Wiebes maandag tijdens zijn verhoor door de ondervragingscommissie over de toeslagenaffaire.De centrale vraag die steeds terugkomt in de inmiddels zes dagen durende verhoren is: waarom greep niemand in? Er was bij (oud-)topambtenaren en politici steeds een sterk vermoeden dat de wet te hard was.""We hebben een tijd lang gedacht dat dit weer zo'n lastig ding in de belastingwetgeving was. We wisten niet dat dit zo groot zou worden"", zei Wiebes daarover.Commissielid Renske Leijten (SP) vond dit te makkelijk. Er waren namelijk genoeg signalen om de bom te kunnen ontdekken. In een interne memo uit 2017 staat bijvoorbeeld al dat de Belastingdienst laakbaar handelde, in datzelfde jaar kwam de Nationale ombudsman met een kritisch rapport over het handelen van de fiscus.De memo heeft Wiebes, inmiddels minister van Economische Zaken, nooit gezien, zei hij. ""De aanpak is in een optelsom totaal dramatisch geweest. Maar als je die optelsom niet kent, dan houdt het op.""Er gebeurde meer onder het toeziend oog van Wiebes als staatssecretaris. Er woedde een discussie binnen de ambtelijke top van Financiën dat het toeslagenbeleid te hard was. Een van hen verklaarde vorige week ""buikpijn"" te hebben van de gang van zaken, maar die buikpijn herkende Wiebes niet.Hij las het nergens terug en hoorde er ook niemand over. ""Er was geen buikpijnnota en geen buikpijngesprek. Er was veel buikpijn, maar dat ging over het stelsel.""Wiebes zag het",1
tubantia,"Ambassadeur VS mag aan de bak voor kaas Ambassadeur VS mag aan de bak voor kaas Het Amerikaanse dreigement om de Goudse kazen extra te belasten valt slecht bij inwoners van Gouda. Helemaal omdat de Amerikaanse ambassadeur Pete Hoekstra slechts enkele dagen geleden een eretitel op de kaasmarkt kreeg. Kijk op de site bij /videovoor reacties van toeristen op de kaas-tax van Trump. Of Amerikaanse bezoekers de Goudse kazen nu direct inslaan omdat er een heffing dreigt? Toeristen in het Goudse centrum zien dat nog wel gebeuren. ,,Veel Franse schimmelkazen worden al niet naar de Verenigde Staten geïmporteerd vanwege de kwaliteit'', weet Fransman Simon Henry. Hij loopt net in een van de Goudse kaaswinkeltjes om een pond Goudse kaas aan te schaffen. ,,Als Nederlandse kazen meer belast worden, wordt de kaashandel tussen Europa en de VS nog minder.'' De man reageert op het voornemen van de Amerikaanse regering om de Goudse kaas te belasten met hogere importtarieven. Producten als olijfolie, yoghurt en wijn vallen straks onder een duurder tarief, maar ook specifieke artikelen zoals de Gouda en Edammer kaas krijgen een forse belasting. Aanleiding is de Europese staatssteun aan vliegtuigbouwer Airbus. De Tweede Kamer reageert verontrust op het dreigement en wil snel een debat over de kwestie. De dreiging van Trump schiet de Goudse bevolking in het verkeerde keelgat. De heffing komt nog geen week na het bezoek van de Amerikaanse ambassadeur Pete Hoekstra aan de kaasmarkt. Daar werd hij benoemd tot 'Ere Waegemeester', een titel die jaarlijks wordt toegekend aan mensen die zich voor de stad inzetten. Gouda zou op die manier in de VS nog meer op de kaart gezet worden. Hoekstra's benoeming leidde al tot commotie vanwege zijn conservatieve ideeën. ,,Het was de bedoeling dat Hoekstra de Goudse kaas promoot en het eerste nieuws dat we horen",1
ad,"May geeft toe onder druk: uitstel is optie. Premier hoopt kabinetsopstand over brexit te voorkomen May geeft toe onder druk: uitstel is optie. Premier hoopt kabinetsopstand over brexit te voorkomen Theresa May zwicht voor de druk en beloofde dat het Lagerhuis mag stemmen over een no deal-brexit en een uitstel van de brexit. De Britse premier dropte gisteren een bommetje tijdens haar brexitstatement in het parlement: ze geeft het Lagerhuis de mogelijkheid een chaotische no deal-brexit te voorkomen en om de brexit uit te stellen. Twee opties die ze eerder steevast uitsloot. De opvallende koerswijziging van May kwam niet uit de lucht vallen. Ze stond onder enorme druk: een aantal van haar ministers en onderministers dreigde met opstappen als ze de no deal-optie niet van tafel veegde. Met beloftes kwam May hen tegemoet en hoopt ze een kabinetsopstand te voorkomen. May brengt vandaag een motie in stemming waarin ze drie toezeggingen doet over de brexitroute. Uiterlijk op 12 maart stemt het Lagerhuis over haar aangepaste deal met de EU. Als de deal weer wordt weggestemd, dan volgt er op 13 maart een stemming over een no deal-brexit. ,,Alleen als er expliciete toestemming is van het parlement, zal het Verenigd Koninkrijk er op 29 maart zonder deal uitstappen'', zei May. De kans is groot dat het parlement tegen een no deal stemt: voor het merendeel van de parlementariërs is een chaotische brexit zonder afspraken een rampscenario. In dat geval volgt op 14 maart een stemming over uitstel van de brexit, om verder te onderhandelen. Beperkt Voor het eerst zei May dus dat de brexit kan worden uitgesteld, al ging het niet van harte: ,,Laat me duidelijk zijn. Ik wil geen uitstel. Onze absolute focus moet zijn op een vertrek op 29 maart met een deal."" De premier waarschuwde dat het om",1
parool,"Het ergste scenario: Trump niet herkozen Het ergste scenario: Trump niet herkozen Netflixdrama van de bovenste plank, het optreden van Michael Cohen in het Congres. Verslavende televisie, met rolvaste acteurs. Trumps ooit zo trouwe klusjesman die volliep zodra Democraten hun medeleven betuigden met zijn gezin, steeds weer nieuwe details over de maffiose wijze waarop de president het Witte Huis bestiert en Republikeinen die op barse wijze herinnerden aan de meineed die Cohen eerder had gepleegd in het Congres. Een zijlijn, die voorkwam dat het script te monotoon zou worden, waren de beschuldigingen van racisme. Trump dacht dat zwarten te dom waren om op hem te stemmen, vertelde Cohen. Om dat te weerleggen vroeg een Republikeinse afgevaardigde een aanwezige zwarte, door Trump benoemde regeringsfunctionaris te gaan staan. Dat kwam de Republikein zelf ook op het verwijt van racisme te staan, nu van een woedende zwarte Democrate. Een voetnoot vormden de peilingen die Cohen - volgens hemzelf op instigatie van zijn baas - had laten vervalsen, zodat Trump er beter uit zou komen. Mooi was ook de passage waarin Cohen vertelde hoe Trump zich verzette tegen openbaring van zijn medisch dossier, omdat daaruit zou blijken dat hij op valse gronden uitzending naar de oorlog in Vietnam had voorkomen. ""Denk je dat ik dom ben? Ik ging echt niet naar Vietnam."" De meeste aandacht trok Cohens openingsverklaring, waarin hij zei dat Trump vooraf wist van de hack van mails van Hillary Clinton, loog over zijn zakenbelangen in Moskou en opdracht gaf tot het betalen van zwijggeld. Maar het schokkendst was Cohens slotverklaring, weer uitgesproken met tranen in de ogen: ""Gezien mijn ervaring als werknemer van meneer Trump, ben ik bang dat als hij de verkiezingen in 2020 verliest, er nooit een vredige machtsoverdracht zal plaatsvinden. Om die reden ben ik akkoord gegaan met",1
https://nos.nl/artikel/355693-arrestaties-cuba-voor-bezoek-paus.html,"'Arrestaties Cuba voor bezoek paus' Een Cubaanse oppositiegroep zegt dat tientallen Cubanen zijn opgepakt aan de vooravond van het bezoek van paus Benedictus aan Cuba. De autoriteiten zouden zo protesten tegen het regime willen voorkomen. De paus reist vandaag vanuit Mexico naar Santiago de Cuba. In die stad zijn de meeste arrestaties verricht, zegt een woordvoerder van de verboden oppositiegroep Cubaanse Patriottische Unie. Hoewel Cuba relatief weinig rooms-katholieken telt, staat de paus in Santiago de Cuba en vervolgens in Havana een grootse ontvangst te wachten. Hij zal president Raúl Castro twee keer ontmoeten: eerst op de luchthaven van Santiago de Cuba en morgen in Havana. Er gaan ook geruchten dat de paus een ontmoeting zal hebben met de Venezolaanse president Hugo Chávez, die opnieuw in Cuba wordt behandeld voor kanker. Voor gesprekken met oppositieleden is geen tijd ingeruimd in het programma van de paus. De betrekkingen tussen de Rooms-Katholieke Kerk en Havana waren na de Cubaanse revolutie in 1959 flink bekoeld. De laatste decennia zijn de banden aangehaald; in 1998 reisde paus Johannes Paulus II al naar het communistische eiland. Voorafgaand aan zijn bezoek heeft Benedictus wel kritiek op het Cubaanse regime geuit. Hij zei onder meer dat Cuba afscheid moet nemen van het marxisme.",1
eindhovensdagblad,"Satire of leuzen, wat kan er door de beugel?. dreigementen politici Satire of leuzen, wat kan er door de beugel?. dreigementen politici De politie heeft al jaren de handen volaan bedreigingen van politici. Al lijkt de verkiezingswinst van Forum voor Democratie de haat en nijd extra aan te wakkeren. Zelfs een spotprent van cartoonist Ruben Oppen-heimer werd misbruikt voor een oproep tot geweld. Politiek tekenaar Ruben Oppenheimer is resoluut: ,,Dit gaat een grens over."" Hij deed gisteren bij de politie aangifte van bedreiging. En niet omdat hijzelf doelwit is, maar een van de figuren uit zijn laatste cartoon: Thierry Baudet. In een reactie op de tekening wenst een anonieme Facebookgebruiker de Forum voor Democratie-aanvoerder dood. ,,Er moet zo snel mogelijk iemand opstaan om deze neo-nazi ( ) en pro-raszuiver persoon van kant te maken'', staat te lezen onder de illustratie van zaterdag waarin Oppenheimer Baudet in een bruin legeruniform posteert, met hoge laarzen aan en een wereldbol op zijn wijsvinger, een scène die is geïnspireerd op de film The Great Dictator, waarin Charlie Chaplin de draak steekt met nazi-Duitsland, Hitler en Mussolini. Oppenheimer: ,,Ik wil niet dat iemand een tekening van mij misbruikt om geweld tegen een politicus te propageren. Dan kunnen ze zeggen van: 'die reactie is satire, het is met een knipoog bedoeld'. Maar dat lees ik er niet aan af. Hier wil ik niet mee worden geassocieerd.'' Dreigementen De afgelopen dagen waren er meer bedreigingen aan het adres van Baudet. De universiteit van Utrecht schorste vorige week een docent die de kreet 'Volkert, waar ben je' schreef onder een bericht over Forum voor Democratie. En maandag nog werd een 21-jarige vrouw uit Nijmegen aangehouden voor het scanderen van bedreigende leuzen, afgelopen zaterdag bij een demonstratie in Amsterdam. 'Als je Thierry dood wil schieten, zeg je paf ',",1
https://nu.nl/politiek/6069004/femke-merel-van-kooten-stapt-na-drie-maanden-uit-partij-voor-de-toekomst.html,"Kamerlid Femke Merel van Kooten vertrekt al na drie maanden bij de Partij voor de Toekomst van voormalig 50PLUS-leider Henk Krol, meldt ze woensdagavond in een interview met het AD.In het interview zegt Van Kooten dat ze zich bedonderd voelt door Krol. Ze zou niet zijn betrokken bij de besprekingen over de aankondigde fusie van de Partij voor de Toekomst en GO, de partij van voormalig Forum voor Democratie-Kamerlid Henk Otten.""Henk Krol heeft hierover tegen mij gelogen. Hij beloofde dat wij met zijn tweeën de politieke lijn zouden bepalen, maar nu blijkt dat Otten aan alle touwtjes trekt. Mijn principes gaan niet samen met de zijne en daarom stap ik eruit"", aldus Van Kooten tegen het AD.Van Kooten zal nu verdergaan als onafhankelijk Kamerlid. Een jaar geleden verliet ze de Partij voor de Dieren omdat ze de partij te veel een one-issuepartij vond.Begin mei voegde Van Kooten zich bij de nieuwe partij van Krol, die 50PLUS verliet vanwege een ruzie.",1
trouw,"SP vol op het orgel over migratie SP vol op het orgel over migratie Verkiezingen - Onrust binnen de SP: een deel van de achterban vindt dat de partij verrechtst met haar standpunt over vluchtelingen. De SP sluit deals om vluchtelingen te weren niet langer uit. Lilian Marijnissen kwam er onlangs over vertellen bij 'Jensen', WNL en 'Buitenhof'. ""Ik ben erg voor mensen helpen"", lichtte de fractievoorzitter het vluchtelingenstandpunt van de SP toe op de bank bij Robert Jensen, ""maar ik geloof niet dat het helpt dat iedereen dan hierheen komt."" In aanloop naar de Provinciale Statenverkiezingen van 20 maart en de Europese verkiezingen in mei spreekt de SP zich stevig uit over vluchtelingen en migratie. De partij sluit vluchtelingendeals met Noord-Afrikaanse landen, bedoeld om migranten mondjesmaat in Europa toe te laten, niet langer uit. Die koerswijziging leidt tot onrust bij de achterban. Toen de partijraad eind februari de migratieparagraaf in het Europees programma besprak, concludeerde Pieter Schol, voorzitter van de afdeling Rotterdam, dat de SP 'bereid is om deals te sluiten met dictators'. Er ontstond een felle discussie, die uitmondde in een spannende stemming: 384 leden stemden voor de passage in het programma, 269 tegen. Binnen de partij pleit 'De Groep', waarvan niet alle initiatiefnemers zich bekendmaken, voor een 'ruimhartig en menswaardig' asielbeleid. Dik 250 SP-leden ondertekenden het manifest van De Groep. Daarnaast stapten de afgelopen maanden enkele raadsleden die zich niet langer konden vinden in de asiel- en integratiekoers uit de partij. ""Ik wilde de boel even scherp zetten"", zegt Pieter Schol ruim een week later over zijn uitlatingen tijdens de partijraad. De afdeling Rotterdam geldt als de luis in de pels van de partij, die ervoor waakt dat het vluchtelingenstandpunt verrechtst. ""Dit soort zaken ligt in Rotterdam gevoeliger"", licht fractievoorzitter Aart Zevenbergen toe. In een stad met",1
https://nu.nl/coronavirus/6050259/obama-hekelt-trumps-aanpak-van-coronacrisis-chaotische-ramp.html,"Barack Obama heeft vrijdagavond (lokale tijd) in een conferencecall met oud-regeringsmedewerkers kritiek geleverd op de crisisaanpak van president Donald Trump. De voormalige Amerikaanse president noemde de manier waarop Trump het coronavirus heeft bestreden een ""totaal chaotische ramp"", melden diverse Amerikaanse media na berichtgeving van Yahoo News.Het dertig minuten durende telefoongesprek met drieduizend leden van de Obama Alumni Association is in handen gekomen van Yahoo News. Obama zei tijdens het gesprek dat uit Trumps reactie op het coronavirus blijkt dat er tijdens zo'n wereldwijde crisis krachtig leiderschap nodig is. Oud-medewerkers hebben de inhoud van het gesprek bevestigd aan CNN.Obama riep hiermee de alumnileden op om Joe Biden te steunen bij de komende presidentsverkiezingen. ""De verkiezingen die eraan komen zijn niet alleen belangrijk omdat we een bepaald individu of een politieke partij bestrijden, maar omdat we vechten tegen een trend van egoïsme, verdeeldheid, groepsbelang en vijandigheid, die steeds sterker wordt in de Amerikaanse maatschappij"", zei de oud-president. Deels door deze trend was de reactie op deze crisis volgens Obama zo ""lusteloos en gebrekkig"".Obama zei verder dat het coronavirus ook onder de beste regeringen zou hebben toegeslagen, maar dat het met Trumps aanpak en mentaliteit van ""naar de hel met anderen"" en egoïsme een chaotische ramp is geworden.Een woordvoerder van Obama wilde geen commentaar geven op het nieuws. Een woordvoerder van het Witte Huis zei zaterdag in een verklaring tegen CNN dat Trumps aanpak ongekend is en Amerikaanse levens heeft gered.Door het coronavirus zijn er in de VS al bijna 80.000 doden gevallen. Ruim 1,3 miljoen Amerikanen zijn besmet geraakt.Volg de laatste ontwikkelingen rond het virus in ons liveblog.",1
parool,"ANWB heeft de minister in zijn greep ANWB heeft de minister in zijn greep De industrie verbaasde vriend en vijand met het voorstel om nationaal 30 km/h vast te leggen als maximumsnelheid binnen de bebouwde kom. Het is een oproep uit de toekomst waar goed over is nagedacht. Niet alleen is het in het algemeen belang, maar het is ook welbegrepen eigenbelang. Er zullen weinig auto's minder om worden verkocht als men voortaan aan het begin en aan het einde van een autorit iets langzamer moet rijden. Maar er kunnen wel veel nieuwe producten verkocht worden: brommobielen, bromfietsen, snorfietsen, elektrische fietsen. De ANWB kreunt vanuit de twintigste eeuw als 'vroemvroemorganisatie' dat 'de doorstroming' voorop moet staan. Mobiliteit is altijd belangrijker dan verkeersveiligheid bij de ANWB want 'dat willen de leden'. Wie zijn die leden? Miljoenen mensen met een abonnement op de Wegenwacht die willen kunnen rekenen op die helden die vaak al weten waarom een auto defect is zodra ze de pechvogel zien staan: vakkundig en vriendelijk. Met een handomdraai langs de snelweg je auto weer laten rijden is een privilege voor de Wegenwacht die wordt beschermd door een bevriende vroemvroemminister. Een minister die in de greep zit van die conservatieve ANWB. Voor het uitvoeren van allerlei beleid is de ANWB nodig. Ooit had PvdA-minister Tineke Netelenbos samen met haar ambtsgenoot van D66, Hans Wijers, de ambitie de nauwe banden tussen rijksoverheid en ANWB te onderzoeken. Het kwam er niet van. En zodra een VVD'er vroemvroemminister is, heeft de ANWB niets te vrezen. Dat zijn twee handen op één buik. Dat de ANWB niet representatief is voor zijn leden werd onlangs weer duidelijk bij de stemming over de helmplicht voor snorfietsers. Alleen VVD en PVV waren hier net als de ANWB niet voor. De machtige ANWB hoeft ook niet eens",1
https://nu.nl/gaswinning-groningen/5349479/tweede-kamer-stemt-in-met-verder-afbouwen-gaswinning-groningen.html,"Minister Eric Wiebes (Economische Zaken en Klimaat) kan verder met zijn plannen om de gaswinning in Groningen de komende jaren veel verder te verminderen. De Tweede Kamer heeft ingestemd met een wetsvoorstel dat die afbouw mogelijk maakt. Uiteindelijk moet de gaskraan in uiterlijk 2030 helemaal dicht zijn.Over het voorstel zou dinsdag al gestemd worden, maar de oppositie zag nog zo veel haken en ogen, ook op bijvoorbeeld het juridische vlak, dat zij er donderdag nog verder over wilde debatteren. SP-Kamerlid Sandra Beckerman noemde het debat van dinsdag ""rommelig"", onder meer omdat Wiebes op veel vragen het antwoord schuldig moest blijven.De minister zei te begrijpen dat er nog veel vragen liggen. Die gaan met name over de gevolgen voor de schatkist en over de manier waarop aansprakelijkheid van gasbedrijf NAM voor toekomstige mijnbouwschade geregeld is. Maar hij gaf vooral de complexiteit van de materie daarvan de schuld. ""Het is niet rommelig, maar ingewikkeld.""Wiebes benadrukte nog maar eens het belang van een spoedig besluit, opdat nog dit jaar een begin met de verdere vermindering van de gaswinning gemaakt kan worden. Eerder op de dag verkoos hij in een debat over de versterking van duizenden huizen in Groningen nog zorgvuldigheid boven snelheid. Dit tot frustratie van de oppositie, die sneller duidelijkheid voor alle Groningers met een onveilige woning had willen zien.De oppositie zaagde Wiebes ook door over de deal die hij vorige week sloot met Shell en ExxonMobil, de eigenaren van de NAM. De twee oliemaatschappijen dienen geen claim in voor het gas dat in de grond achterblijft, maar mogen in ruil daarvoor de komende jaren wel een groter deel van de winst zelf houden.De deal kost de schatkist alleen al daarom per saldo 1,7 miljard euro. Daar komt bij dat de versterking van huizen in Groningen ook grotendeels met belastinggeld betaald moet",1
ad,"Paniek. Fidan Ekiz Column Paniek. Fidan Ekiz Column Ik was onderweg naar het Boekenbal toen een vriendin appte: 'Ben je er al? Hier gebeurt van alles!' Freek de Jonge verstoorde de opening van het bal, omdat hij een statement tegen Baudet wilde maken. Ik keek het later terug. Alles eraan was pijnlijk. De actie zelf, maar ook of vooral de reactie erop. De CPNB-directrice praatte gewoon door De Jonge heen. Laat die man dan even zijn woordje doen. Hij staat al, roept van alles, iedereen ziet en hoort het. Waarom zou je hem negeren? Ik weet het wel. Te bang om te reageren op diens 'statement', niet weten welk standpunt in te nemen als host. Een dag later kreeg ik een mail van een studente, die anoniem wenst te blijven. Ze vertelt dat ze is geschrokken van hoe op haar universiteit wordt gereageerd op de overwinning van FvD. Er was een soort heksenjacht geopend op FvD-stemmers. Die moesten voortaan maar wegblijven, vonden de medestudenten. ,,De docent liet het gaan en knikte instemmend.'' Al twintig jaar broeit het ongenoegen onder het electoraat, omdat critici alles en iedereen wat buiten hun politiek correcte blikveld valt, wegzetten als racistisch en denken weg te komen met hun simpele analyse. Namelijk: domme boze burgers laten zich verleiden door het xenofobe geluid van Fortuyn, Wilders en nu Baudet. Aan de frame van die 'domme kiezers' en de retorische strijd tegen politici als Wilders hebben Pechtold, Klaver enzovoort hun politieke carrière te danken. En nu volgt de herhaling bij dezelfde politici, dezelfde journalisten, dezelfde deskundigen, dezelfde docenten. Morele paniek alom! Meer zit er blijkbaar gewoon niet in. Intussen leidt de hetze tot doodsbedreigingen aan het adres van de FvD-voorman Baudet. En dat terwijl de moord op Pim Fortuyn nog vers in het geheugen ligt. Hebben we dan",1
https://nu.nl/politiek/5371739/blok-betreurt-aanstoot-opmerkingen-suriname-en-etniciteit.html,"Minister Stef Blok (Buitenlandse Zaken) betreurt zijn opmerkingen over onder andere de samenhang tussen etniciteit en vreedzame samenlevingen en zijn opmerking dat Suriname een ''failed state'' is.Blok schrijft woensdag in een brief aan de Kamer dat hij zich in te scherpe bewoordingen heeft uitgelaten. ""Ik betreur dat ik daarmee aanstoot heb gegeven"", aldus Blok.Een woordvoerder van het ministerie voegt eraan toe dat Blok vindt dat hij zijn uitspraken niet zorgvuldig heeft gekozen. Het is niet duidelijk of Blok nog achter zijn woorden staat.De VVD-minister reageert op de publicatie van Zembla. Het tv-programma heeft beelden in handen van Blok die op een besloten bijeenkomst vorige week dinsdag enkele omstreden uitspraken doet.Zo stelt Blok onder andere dat het genetisch bepaald is dat verschillende groepen mensen niet met elkaar kunnen opschieten. ""We zijn niet goed in staat om een binding aan te gaan met voor ons onbekende mensen"", merkt de minister op.Ook stelt hij dat er geen voorbeelden zijn van ""multi-etnische of multiculturele samenlevingen"" die vreedzaam samenleven.Als een van de aanwezigen in de zaal opmerkt dat Suriname een voorbeeld is van een vreedzame multiculturele samenleving, reageert Blok met de opmerking dat Suriname een failed state is, onder meer omdat de politieke partijen in het land zijn opgedeeld langs etnische lijnen.Politici in Suriname verwijten Blok onwetendheid. André Misiekaba, fractieleider van NDP, de grootste partij van Suriname, zegt tegenover het Surinaams medium De Ware Tijd: ""Ik weet niet of hij hier ooit is geweest, maar ik heb mijn twijfels daarover, want juist op het gebied waar hij meent Suriname te moeten bekritiseren, is dat hét gebied waar wij het sterkst zijn en internationaal lof daarvoor oogsten."" Misiekaba heeft het over hoe de verschillende bevolkingsgroepen in Suriname na de onafhankelijkheid een, naar zijn mening, goed functionerende multiculturele samenleving vormen.""Dit ondanks dat de koloniale vaders van de",1
destem,"Jonge honden gretig in chaotisch verkiezingsdebat Jonge honden gretig in chaotisch verkiezingsdebat Nieuwkomers op het Binnenhof lieten zich gisteren gelden tijdens het eerste verkiezingsdebat voor de Provinciale Statenverkiezingen, die over twee weken worden gehouden. Met name D66-factieleider Rob Jetten en Thierry Baudet (Forum voor Democratie) trokken het initiatief naar zich toe. Ook Lilian Marijnissen hield zich knap staande. Tijdens het debat stonden vier nieuwe fractievoorzitters voor het eerst in de verkiezingsarena. Naast Baudet en Jetten waren dat Lilianne Marijnissen van de SP en Klaas Dijkhoff van de VVD. Met name Dijkhoff moest zich het in het begin van het debat flink verweren tegen aanvallen van zowel PVV-leider Wilders als coalitiegenoot Jetten. Wilders beet het spits af met het verwijt dat mensen die in de crisisjaren financieel moesten bloeden om Nederland er weer bovenop te krijgen, daar nu niets van terugzien. Dijkhoff wees naar het loonstrookje dat 'er bij veel Nederlanders beter uitziet', maar moest ook erkennen dat dit 'nog niet genoeg is'. Het klimaatdebat staat hoog op de agenda tijdens deze verkiezingen. De ambities tussen D66 en VVD lopen ver uiteen, bleek opnieuw tijdens het debat. ,,We moeten vooroplopen in de energietransitie. Dat moet voor onze kinderen en is goed voor de economie, want we verdienen onze boterham ermee'', is het standpunt van Jetten. Voor coalitiegenoot Dijkhoff is dat geen 'heilig moeten'. ,,Het is geen wedstrijdje, we doen op dat gebied wat nodig is. We hoeven niet voorop te lopen.'' Baudet mengde zich in de discussie door te zeggen dat al zijn concurrenten 'op het verkeerde spoor zitten'. De Nederlandse klimaatdoelstellingen zouden 'extreem ambitieus, onhaalbaar' zijn. ,,Het is een van de allerstomste voornemens die ik me kan heugen'', aldus de voorman van Forum voor Democratie. Hij zei te verwachten dat de nieuwe senaat de Klimaatwet 'wel zal blokkeren'. In de",1
parool,"Trump opgelucht en vol in de aanval Trump opgelucht en vol in de aanval Nu speciaal aanklager Mueller klaar is met zijn onderzoek, lijkt er een last van Trumps schouders gevallen. Hij durft zelfs een nieuw gevecht over gezondheidszorg aan. Heksenjacht, heksenjacht, heksenjacht! Dat was bijna twee jaar lang het refrein dat de Amerikaanse president Trump afstak over het onderzoek naar vermeende samenspanning met de Russen tijdens zijn verkiezingscampagne. Mueller vond geen bewijs van die samenspanning. Of Trump de rechtsgang heeft belemmerd, hield Mueller in het midden. Het bewijs 'pleit hem ook niet vrij', maar Trump en zijn medestanders hoorden dat laatste al niet meer, zo'n grote last viel er van hun schouders. En dus klinkt deze week een nieuw refrein: totaal vrijgepleit, totaal vrijgepleit, totaal vrijgepleit! Nog een vondst van de president: collusion delusion, wat zoveel betekent als 'ingebeelde samenspanning'. DE MEDIA Trump kon het vooral niet laten om de Amerikaanse media in te wrijven dat ze ernaast hadden gezeten. Met sardonisch genoegen bleef hij hameren op de dalende kijkcijfers waar tv-stations als CNN en MSNBC mee te kampen zouden hebben in de dagen na het Muellerrapport. Op maandag viel er bij sommige tv-zenders zelfs een brief uit het Witte Huis op de mat, met daarin namen en citaten van bepaalde prominente Democraten die in de afgelopen tijd in talkshows hadden geclaimd dat er sprake was van samenspanning. 'In het vervolg vragen we u om basale journalistieke maatstaven te hanteren bij het uitnodigen van zulke gasten', stond er in de brief. DE DEMOCRATEN Adam Schiff, de Democratische voorzitter van de staatsveiligheidscommissie in het Huis van Afgevaardigden, was een van de politici die in de brief werden genoemd. Verschillende Republikeinen eisten zijn aftreden, maar hij gaf geen duimbreed toe. 'Je kunt het oké vinden hoe Trump en zijn medewerkers met",1
parool,"Vrij spel voor Atasoy zonder islamitische rivaal. Analyse: Groei Cornelius Haga Lyceum kan ten koste van Comenius gaan Vrij spel voor Atasoy zonder islamitische rivaal. Analyse: Groei Cornelius Haga Lyceum kan ten koste van Comenius gaan Het Comenius Lyceum denkt erover een concurrent neer te zetten voor het omstreden islamitische Haga Lyceum. Een idee geboren uit pure noodzaak, omdat het Comenius te weinig leerlingen trekt. 'Een brandweerman die blust met benzine' (PVV-Kamerlid Raymond de Roon), 'Laten we werk maken van gemengde scholen ipv nog meer eilandjes van segregatie' (SP-Kamerlid Jasper van Dijk), 'Dit kan toch niet waar zijn. Christelijke scholen willen tegemoetkomen aan wensen islamitische ouders?' (publiciste Elise Steilberg). Voor onderwijsminister Arie Slob en de rector van het Comenius Lyceum in Amsterdam-West, Freek op 't Einde, waren de sociale media dit weekend geen warm bad. Steen des aanstoots was de wens van Slob dat er een concurrent komt van het omstreden islamitische Cornelius Haga Lyceum en het gegeven dat Op 't Einde zaterdag in deze krant zei zijn nu nog interconfessionele school wel te willen omvormen tot een islamitisch lyceum, voor 'gematigde moslims'. If you can't beat them, join them, is het motto van beide heren. Het kan niet verrassen dat een bestuurder van de ChristenUnie pleit voor meer bijzonder onderwijs. Dat het Comenius zich opwerpt als redelijke alternatief voor het Cornelius Haga Lyceum, dat ruimte biedt aan salafisten en waar volgens de AIVD 'richtinggevende personen banden hebbene met een Tsjetsjeense terreurgroep', is opmerkelijker. Het bestuur van het Comenius probeerde de onrust over Op 't Eindes uitspraken dit weekend te bezweren met een verklaring dat er 'geen concrete plannen zijn om op korte termijn' islamitisch te worden. Een nietszeggende verklaring, omdat Op 't Einde dat ook niet had gezegd. Dalende leerlingenaantallen Het bestuur erkent dat wordt nagedacht over 'hoe we",1
https://nos.nl/artikel/451076-wilders-t-regent-doodsbedreigingen.html,"Wilders:'t regent doodsbedreigingen PVV-leider Wilders zegt veel doodsbedreigingen te hebben ontvangen na zijn uitspraak dat de dood van de grensrechter in Almere een 'Marokkanenprobleem' is. De afgelopen week is hij ongeveer 20 keer bedreigd, zo laat hij weten. ""Sinds ik het woord 'Marokkanenprobleem' in de mond heb genomen, regent het doodsbedreigingen, alleen de afgelopen week al een stuk of twintig,"" zegt Wilders. Hij noemt het ""triest en veelzeggend"". De PVV noemde het vorige week onterecht dat na de dood van de grensrechter in Almere vooral gesproken wordt over een voetbalprobleem. Volgens Wilders is er een 'Marokkanenprobleem'. ""Politiek en media zijn blind voor racistisch geweld. Wij hebben geen voetbalprobleem, maar een Marokkanenprobleem,"" twitterde Wilders vorige week.",1
